"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05330","Allograft rejection",27,0.643810873182251,1.74889128367253,0.00280537636144787,0.0145712085639382,0.0100931843954684,1697,"tags=48%, list=11%, signal=43%","IL12B/CD80/HLA-DOB/HLA-F/CD40/TNF/FAS/HLA-A/HLA-G/CD86/HLA-E/HLA-C/HLA-B"
"hsa04210","Apoptosis",126,0.43490466490808,1.54540249234936,0.00314071722966749,0.0160730822930042,0.0111335022537748,3092,"tags=31%, list=20%, signal=25%","TNFSF10/TRAF1/BIRC3/IL3RA/NFKBIA/CSF2RB/BCL2L11/MCL1/NFKB1/TNF/CFLAR/FAS/PMAIP1/GADD45B/AKT3/GADD45A/RELA/ITPR3/ERN1/CASP7/CASP10/DAXX/SEPTIN4/TRADD/CTSL/TRAF2/NOL3/CASP3/RIPK1/LMNB1/BID/CASP8/TNFRSF1A/ITPR2/BIRC2/CTSO/GADD45G/CASP9/BBC3"
"hsa05146","Amoebiasis",80,0.501011136445693,1.66573384595323,0.00324454993893303,0.0163638170833144,0.0113348884212916,1269,"tags=25%, list=8%, signal=23%","IL1B/CXCL8/IL12B/CXCL3/PLCB4/CXCL1/CXCL2/LAMB1/SERPINB9/IL6/GNA14/TLR2/LAMA3/CD14/NFKB1/TNF/LAMB3/LAMC2/ARG2/RELA"
"hsa00630","Glyoxylate and dicarboxylate metabolism",25,-0.609868986394162,-1.80240209458201,0.00337744795793314,0.0167907412765819,0.0116306102611532,3770,"tags=72%, list=24%, signal=55%","ACAT1/CS/ACSS2/PCCB/MDH2/MCEE/SHMT2/GRHPR/PCCA/PGP/ACO2/ACSS1/CAT/MDH1/HYI/ACAT2/SHMT1/GCSH"
"hsa04925","Aldosterone synthesis and secretion",73,-0.436016417924487,-1.63531793282455,0.00359320709510188,0.0176117756210627,0.0121993243110205,1846,"tags=30%, list=12%, signal=27%","CAMK2D/ATP1A1/ATP2B4/NPR1/SCARB1/CAMK1D/DAGLA/CALM2/PRKCB/ADCY3/PLCB2/PRKCA/ATP1B4/ATP1B1/CAMK1/ATP2B2/PRKACB/ATP2B3/ADCY8/ADCY1/KCNJ5/CAMK2B"
"hsa04666","Fc gamma R-mediated phagosome formation",92,0.463813727428556,1.58044698772939,0.00470081255454622,0.02272059401364,0.0157381005115655,2239,"tags=28%, list=14%, signal=24%","NCF1/LIMK2/MARCKSL1/MARCKS/PLA2G4B/ACTR3C/JMJD7-PLA2G4B/AMPH/PLPP1/ASAP3/LYN/AKT3/HCK/FCGR2B/MYO10/FCGR2A/PLD2/WASF1/GAB2/PLD1/PLA2G4C/FCGR3B/VAV2/PRKCE/FCGR3A/SPHK1"
"hsa04971","Gastric acid secretion",55,-0.461587064174163,-1.61687623015905,0.00594183645809693,0.0279426903705099,0.0193553420896756,1093,"tags=25%, list=7%, signal=24%","CALM2/PRKCB/ADCY3/PLCB2/PRKCA/ATP1B4/ATP1B1/PRKACB/ADCY8/CA2/MYLK2/ADCY1/KCNJ1/CAMK2B"
"hsa04933","AGE-RAGE signaling pathway in diabetic complications",92,0.455245115790758,1.55124941195461,0.00589855437122841,0.0279426903705099,0.0193553420896756,1760,"tags=22%, list=11%, signal=19%","IL1B/CXCL8/PLCB4/IL1A/EDN1/VEGFA/IL6/AGTR1/CCL2/ICAM1/STAT1/NFKB1/TNF/AKT3/RELA/CDKN1B/MAPK11/STAT3/JAK2/AGER"
"hsa05110","Vibrio cholerae infection",44,-0.496059556534917,-1.67907263404655,0.00608587223612325,0.0282384471756119,0.0195602069062768,4684,"tags=57%, list=30%, signal=40%","PDIA4/TCIRG1/ACTB/ATP6V1C2/ATP6AP1/PLCG2/ATP6V0C/ATP6V1B2/GNAS/KDELR2/PRKACA/ADCY9/ATP6V1F/KCNQ1/ATP6V1D/ACTG1/PLCG1/ATP6V0A1/ATP6V0D1/ATP6V0E2/SLC12A2/ADCY3/PRKCA/PRKACB/ATP6V0D2"
"hsa05130","Pathogenic Escherichia coli infection",170,0.391588020173469,1.4418344624808,0.00657073129315262,0.0300870327633831,0.0208406851264813,3128,"tags=28%, list=20%, signal=22%","IL1B/CXCL8/TNFSF10/MYH11/MYO1G/IL6/NFKBIA/NLRP3/IL18/NFKB1/MYO1A/ACTR3C/TNF/FAS/MYO5C/CASP1/CASP4/MYO10/RELA/FCGR2A/CASP7/MAPK11/WASF1/TRADD/TJP1/SRC/GNA12/ARHGEF11/LPAR1/TRAF2/CASP3/CYTH1/RIPK1/CLDN23/CLDN7/CLDN11/NFKBIB/IRAK4/CASP8/TNFRSF1A/ABI1/NCK1/ARHGEF2/CYTH2/FYN/CASP9/MYH10"
"hsa04650","Natural killer cell mediated cytotoxicity",86,0.452136815961943,1.52708975609724,0.00783812113620934,0.0354242357844266,0.0245376587859459,2706,"tags=34%, list=17%, signal=28%","TNFSF10/KIR2DL4/NCR1/ICAM1/TNF/CD247/FAS/CD48/HLA-A/HLA-G/PPP3CC/IFNGR2/HLA-E/HLA-C/HLA-B/ZAP70/FCGR3B/IFNAR2/VAV2/IFNAR1/FCGR3A/LCK/NCR3/CASP3/MICB/MICA/BID/IFNGR1/FCER1G"
"hsa04662","B cell receptor signaling pathway",79,0.450389395987882,1.49515082979903,0.00898549907670288,0.0400891497268282,0.027768951262685,2033,"tags=24%, list=13%, signal=21%","IFITM1/LILRB1/NFKBIA/LILRB2/LILRA1/LILRA5/NFKB1/DAPP1/LYN/AKT3/CD19/FCGR2B/PPP3CC/RELA/NFKBIE/CD72/LILRB4/BANK1/VAV2"
"hsa05131","Shigellosis",231,0.362909086351284,1.38076080170075,0.00960704907533347,0.0423196592179247,0.0293139805230029,2811,"tags=24%, list=18%, signal=20%","IL1B/CCL5/CXCL8/PLCB4/MAP1LC3A/TNIP1/NFKBIA/NLRP3/CD14/IL18/NFKB1/CGAS/ACTR3C/RIPK2/TNF/CD44/MAP1LC3C/TRAF5/AKT3/CASP1/BNIP3/PFN2/CASP4/RELA/ITPR3/TBK1/MAPK11/FOXO3/RPS6KA5/WASF1/TRADD/PRKCQ/STING1/SRC/C3/H3-3B/RBCK1/CUL1/RNF31/WIPI1/PRKCE/UBE2D1/TRAF2/AKT1S1/CYTH1/RIPK1/NOD1/NFKBIB/MDM2/FOXO4/TNFRSF1A/FNBP1/H3-7/UBE2D3/ITPR2/ITGA5"
"hsa04010","MAPK signaling pathway",234,0.362672094253418,1.38335883979479,0.00991829211908008,0.0431445707179983,0.0298853802009123,2249,"tags=24%, list=14%, signal=20%","IL1B/EREG/IL1A/MET/EFNA5/VEGFA/TGFA/NGFR/MAP3K8/DUSP5/CACNA1I/NFKB2/CD14/PLA2G4B/RELB/PDGFRB/NFKB1/DUSP4/DUSP1/JMJD7-PLA2G4B/HSPA6/CACNB3/TNF/FLT3/CACNA1A/DUSP16/MAP3K13/PDGFB/FAS/GADD45B/RASGRP1/DUSP8/AKT3/GADD45A/PPP3CC/RELA/FLT4/CACNG8/MAPK11/MAPK8IP2/RPS6KA5/RAPGEF2/DAXX/HSPA1B/CACNA1D/TRADD/FLT3LG/PLA2G4C/GNA12/TRAF2/HSPA1A/EGF/CASP3/MAP3K9/RAP1B"
"hsa00670","One carbon pool by folate",30,-0.525976692868845,-1.635446568751,0.0102703796847793,0.044124594201274,0.0305642228435927,3068,"tags=43%, list=20%, signal=35%","AHCYL1/SHMT2/ALDH7A1/MTHFD1/MTHFD1L/DHFR/ATIC/CTH/AHCY/SHMT1/GCSH/TYMS/SARDH"
"hsa04672","Intestinal immune network for IgA production",36,0.557671275030009,1.60163008911673,0.0105401444888534,0.0447313449039143,0.0309845069056151,1393,"tags=25%, list=9%, signal=23%","IL15RA/CD80/IL15/IL6/TNFSF13B/HLA-DOB/CD40/CD86/CXCL12"
"hsa00970","Aminoacyl-tRNA biosynthesis",44,-0.478165929295536,-1.61850591493857,0.0113955055491231,0.0477787461577691,0.033095380732393,4880,"tags=59%, list=31%, signal=41%","FARS2/YARS1/VARS2/RARS1/TARS3/AARS1/MTFMT/IARS2/GARS1/WARS2/YARS2/MARS2/QARS1/NARS1/NARS2/GATB/EPRS1/SARS2/FARSA/LARS1/CARS2/DARS2/FARSB/EARS2/VARS1/IARS1"
