"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006364","rRNA processing","60/2131","218/12599",0.275229357798165,1.62722415715583,4.21486657726214,5.19208996300375e-05,0.013836919751405,0.0132835522685059,"RCL1/NPM3/RPP40/WDR3/EBNA1BP2/WDR36/DDX10/DKC1/ERCC2/FBL/PDCD11/RRP1B/WDR43/RRS1/BOP1/DCAF13/DIMT1/UTP20/ZCCHC4/MRM2/SNU13/PA2G4/RRP15/MRTO4/POP5/GAR1/DDX49/RPP25/PAK1IP1/HEATR1/NAT10/NOP10/NHP2/WDR12/PRKDC/PPAN/EXOSC5/WDR18/USP36/DDX55/MYG1/RPL5/RPL7/RPL7A/RPS8/RPS17/TFB2M/NOL6/BYSL/RBFA/MRM1/UTP15/RPF2/MAK16/UTP4/RRP1/RRP9/DDX21/FDXACB1/URB1",60
"GO:1902600","proton transmembrane transport","46/2131","157/12599",0.292993630573248,1.73225093927375,4.16557861400196,7.54014126023919e-05,0.0191375966271785,0.0183722439428685,"ATP6AP2/SLC25A13/SLC46A1/PHB2/COX5B/COX7B/CTNS/ATP6V0E2/SLC36A1/NNT/ATP6V0D2/SLC25A5/UQCR10/NDUFS7/LETM1/MT-CO3/MT-ND2/NDUFA3/NDUFB2/NDUFB7/NDUFB9/NDUFS1/NDUFS3/NDUFV1/NDUFS5/NDUFS6/NDUFS8/NDUFV3/ATP1A1/ATP1B1/ATP5F1A/ATP5F1D/ATP6V1D/ATP5PB/ATP5MC1/ATP5MC3/ATP5ME/ATP6V0A1/ATP5PO/SLC47A1/SLC2A9/SLC9A2/UQCRH/SLC9A7/ATP6V0D1/COX5A",46
"GO:0044282","small molecule catabolic process","74/2131","287/12599",0.257839721254355,1.5244123172612,4.05471373843256,8.01302157043363e-05,0.0194133658956415,0.0186369846190803,"GNPDA1/ACAA2/HACL2/SLC27A4/ABHD2/ACOT7/ACOT4/GALM/CARNMT1/CRYM/AMDHD1/CYP27A1/MAPDA/ECI1/SARDH/ABAT/LDHD/MTLN/ALDH1B1/ALDH3B1/FMO1/QPRT/PLA2G15/NUDT8/GALE/GALK1/DECR2/HIBCH/GCSH/DHDH/MCAT/GOT1/GOT2/NUDT7/HADH/HK3/ACADM/GATD1/FOXK2/IRS1/NUDT19/MPI/NUDT1/ATP2B4/PCCA/AMDHD2/HSD17B14/DCXR/AIG1/PFKFB2/PHYH/TIGAR/ABCD3/BCAT1/QDPR/BCAT2/BCKDHB/RENBP/DPEP2/SHMT1/SORD/ALDH5A1/SRD5A3/ASRGL1/FGF23/ACOX2/ACSS1/GPT2/MFSD2A/KYAT1/LDHAL6B/SCARB1/GDA/XYLB",74
"GO:0072522","purine-containing compound biosynthetic process","65/2131","245/12599",0.26530612244898,1.56855553108151,4.05473804870172,8.68100572607762e-05,0.020117287182606,0.019312754615315,"SLC25A13/PAICS/ADCY1/ADCY3/ACOT7/ADCY8/ADK/ATPSCKMT/MAPDA/HACD2/AK1/FASN/QPRT/MPC2/AK5/NMRK2/ACACA/NMNAT3/APRT/IMPDH2/NDUFS7/LIPA/MTAP/MTHFD1/MT-ND2/NDUFA3/NDUFAB1/NDUFB2/ATIC/NDUFB7/NDUFB9/NDUFS1/NDUFS3/NDUFV1/NDUFS5/NDUFS6/NDUFS8/NDUFV3/NME1/NME4/NPR1/ATP5F1A/ATP5F1D/ATP5PB/ATP5MC1/PDHA1/PDK3/ATP5MC3/PFAS/ATP5ME/ATP5PO/TREM2/PPAT/PARP16/PGM2/PPT1/SHMT1/ANTKMT/SNCA/PANK3/DCAKD/ACSS1/HACD1/NAPRT/TECR",65
"GO:0006633","fatty acid biosynthetic process","39/2131","128/12599",0.3046875,1.80138799272642,4.11157149188336,0.000103304472773249,0.0229422016617256,0.0220246948311738,"ABHD2/ACOT7/MGLL/ACOT4/PRXL2B/HACD2/FABP5/FASN/SIRT2/DECR2/HPGDS/MCAT/GSTM1/GSTM2/GSTM4/ACACA/APOC1/APOC2/INSIG1/LPL/LTC4S/NDUFAB1/NME1/MLXIPL/MECR/HACD3/PRKAG3/ACSM5/PTGS1/TRIB3/ABCD3/MID1IP1/SCD/BRCA1/HSD17B8/ACSS1/SLC45A3/HACD1/TECR",39
"GO:0010257","NADH dehydrogenase complex assembly","17/2131","40/12599",0.425,2.5127053026748,4.32332082257559,0.000123459080181943,0.0245349429060579,0.0235537390078695,"NDUFAF6/NDUFAF8/ACAD9/NDUFAF4/TIMM21/NDUFS7/MT-ND2/NDUFS1/NDUFS3/NDUFS5/NDUFS6/NDUFS8/ECSIT/TMEM70/NUBPL/DMAC1/NDUFAF2",17
"GO:0032981","mitochondrial respiratory chain complex I assembly","17/2131","40/12599",0.425,2.5127053026748,4.32332082257559,0.000123459080181943,0.0245349429060579,0.0235537390078695,"NDUFAF6/NDUFAF8/ACAD9/NDUFAF4/TIMM21/NDUFS7/MT-ND2/NDUFS1/NDUFS3/NDUFS5/NDUFS6/NDUFS8/ECSIT/TMEM70/NUBPL/DMAC1/NDUFAF2",17
"GO:0055088","lipid homeostasis","39/2131","129/12599",0.302325581395349,1.78742374472079,4.05583991607864,0.000124285827103858,0.0245349429060579,0.0235537390078695,"CEBPA/OSBPL8/TLCD1/FITM2/ADORA1/TTC39B/ABCA2/MTLN/CLN8/FABP4/FABP3/MTCH2/TSKU/LDLRAP1/TMEM97/GOT1/COMMD9/ACACA/APOC1/APOC2/INSIG1/LIPA/LPL/MLXIPL/LIMA1/ABCB4/TREM2/POLD1/PPARG/ADCK1/GPAM/THADA/TSPO/USF2/MALL/PNPLA3/PNPLA4/SCARB1/HDAC9",39
"GO:0009060","aerobic respiration","68/2131","265/12599",0.256603773584906,1.51710508840743,3.83849028820729,0.000178463045647084,0.0316439726306892,0.0303784637025339,"MTFR2/COX5B/ATPSCKMT/COX7B/C2orf69/FBP1/FH/NNT/MTCH2/FXN/GALK1/MPC2/UQCRQ/GPD1/UQCR10/HK3/HTR2A/JMJD8/IDH3A/IGF1/FOXK2/NDUFS7/ENO4/LIPA/MDH1/MSH2/MT-CO3/MT-ND2/NDUFA3/NDUFAB1/NDUFB2/NDUFB7/NDUFB9/NDUFS1/NDUFS3/NDUFV1/NDUFS5/NDUFS6/NDUFS8/NDUFV3/ATP5F1A/ACO2/MLXIPL/ATP5F1D/ATP5PB/PDHA1/PDK3/PFKFB2/ATP5ME/PRKAG3/ATP7A/ATP5PO/CYCS/TIGAR/MLST8/ANTKMT/SNCA/UCHL1/UQCRC2/UQCRH/UQCC2/CAT/CBFA2T3/CCNB1/SLC25A51/COX5A/MACROH2A1/CDK1",68
"GO:0003013","circulatory system process","100/2131","422/12599",0.23696682464455,1.40100658080558,3.7804912925348,0.000180082278675828,0.0316439726306892,0.0303784637025339,"ABCC5/ATP6AP2/ABCC4/STUB1/KLF2/ATP8A1/SLC27A4/EMILIN1/PTP4A3/ADORA1/ADORA2B/ADORA3/FGFBP3/ADRA2B/CXADR/ADRB2/DBH/ACE/ABAT/ABCA2/EPAS1/FABP5/SLC29A4/FKBP1A/FLNA/GPD1L/SLC7A8/WWTR1/GJA5/HSPB7/SNX5/GCLC/STK39/BIN1/GPER1/ANK2/GSN/GSTM2/EHD3/HSD11B2/HTR2A/ITGA4/KCNJ5/SLC27A1/KCNQ1/KEL/LRP1/LRP3/SMAD3/MME/ATP1A1/ATP1B1/NPR1/ATP2B2/ATP2B3/ATP2B4/P2RX1/P2RY1/ABCB1/SERPINF2/FXYD1/PPARG/AZU1/SUCNR1/CTNNBIP1/PTGS1/SPTBN4/RAP1GDS1/RENBP/RPS6KA2/SCN4B/SCN9A/SGK1/SLC1A4/SLC1A5/SLC7A1/SLC12A2/SLC19A1/SLC22A5/TGFB2/THRA/TNNI2/VEGFB/TMEM38A/CALM2/CALM3/SLC38A1/CAMK2D/MFSD2A/MYLK2/APLN/SLC5A6/ITGB1BP1/KCNK6/ABCG2/CD36/SCARB1/SLC4A8/NOS1AP/SLC23A2",100
"GO:1903825","organic acid transmembrane transport","35/2131","114/12599",0.307017543859649,1.81516378934196,3.94469747129701,0.000194062135795133,0.0316439726306892,0.0303784637025339,"ABCC5/SLC25A13/SLC25A15/SLC46A1/SFXN2/CLN3/SLC25A29/SLC38A6/SLC25A10/CLN8/SLC36A1/SLC29A4/SLC7A8/MPC2/SLC27A1/MPC1/ABCB1/SLC66A1/LRRC8D/SLC47A1/LRRC8A/ABCD3/SLC1A4/SLC1A5/SLC1A7/SLC7A1/SLC19A1/EPM2A/TTYH3/SLC38A1/SFXN3/SLC43A1/SLC5A6/CD36/SLC23A2",35
