"SYMBOL","LPS_logFC","LPS_adjP","Sepsis_logFC","Sepsis_adjP","direction_pair","candidate_score"
"VEGFB",-2.52086214336797,6.76074946367803e-05,-0.514578471303121,1.07465658875583e-08,"Down in both",4.24931415986275
"WIPI1",1.36003053595737,0.00258677344416718,1.02053531222954,8.62923587837694e-17,"Up in both",4.24569277475399
"PLCG1",-1.2630290479841,0.00214075242658998,-1.20716168367122,1.16087800101308e-15,"Down in both",4.23065542903143
"ABCE1",-2.43156902890002,0.00124612288408959,-0.54502864709487,2.49821642635883e-10,"Down in both",4.22727858287524
"MILR1",1.44386899328555,0.00937997873368765,1.19934093266358,1.60668679025244e-14,"Up in both",4.2253966182698
"PLEKHF1",-2.02631018534598,0.000709108429708292,-0.951609326501322,4.83789277044167e-10,"Down in both",4.22438262320758
"PHOSPHO1",-2.72979871181318,0.000479143626650806,-0.642013017315787,6.96652473338892e-06,"Down in both",4.21946353922195
"LPAR5",-1.61950055614603,0.0293064177644827,-0.872400211510402,1.93685525155473e-16,"Down in both",4.2164947774878
"FAP",2.99067801443784,0.0282792445855968,0.550310203894202,6.37043136464681e-06,"Up in both",4.21542455382494
"RTL6",-1.07341417034926,0.00750338919048551,-1.07706763517035,3.34461475765441e-19,"Down in both",4.21052144802065
"DNAJA1",2.11910370503263,0.000336770356519006,0.663338118534234,1.77709686595449e-11,"Up in both",4.20473732780255
"DHRS13",1.25597256550516,0.0169435746066621,1.11593965137534,3.052713249871e-17,"Up in both",4.20054311178202
"C16ORF74",-2.51681228048694,0.0271852413680193,-0.656074964524575,1.98038250355843e-09,"Down in both",4.19977901760784
"CCDC88C",-1.2630007906747,0.00792565826089146,-0.874415441535572,3.03577014380461e-19,"Down in both",4.19928580941893
"DCAF4",-2.18862168602771,0.00536812187647877,-0.66523099454778,7.0105648751732e-12,"Down in both",4.19629514257834
"WSB1",1.3345541031459,0.000895956300411064,0.960783465381742,1.15908390881437e-16,"Up in both",4.19369739807795
"DYSF",1.13811210571719,0.00144963039592358,1.18250536413611,1.40179188020737e-16,"Up in both",4.18982338717652
"AKAP6",-1.94251730270217,0.0226748100355568,-0.86854842411637,7.27103502419209e-13,"Down in both",4.18935173742367
"PPAN",-2.17529545598108,0.00033559959409964,-0.608312781258707,2.61149520253888e-11,"Down in both",4.18933717131598
"RIPOR3",2.85053048248416,0.000296955609038211,0.644774018850922,0.00040077126721477,"Up in both",4.18774569027145
"SYNJ2",-2.72576824676407,0.00500450180107067,-0.502514587162941,5.21692618342811e-08,"Down in both",4.18660527976427
"TUBGCP5",-1.58045499788746,0.00360001465921151,-0.85015944056513,8.19133895595886e-16,"Down in both",4.18364852179909
"RNF227",-1.68693093171147,0.00190383345045668,-0.758029634561592,2.46576287048767e-15,"Down in both",4.17780254009232
"B3GALT4",1.36378979838426,0.000623036959242781,0.769316946349436,6.07035595555797e-18,"Up in both",4.17533394789571
"ZFYVE28",-1.61318337285827,0.00083760435268832,-0.976030669130172,1.69547092739751e-13,"Down in both",4.17398111471188
"TRIM6",2.56451802355111,0.00704164993688459,0.811302790351924,1.48242102567923e-06,"Up in both",4.17395621418379
"ZNF395",-1.38322095882168,0.0208618631281106,-0.866316712715603,2.754799972698e-18,"Down in both",4.17359335536354
"CD48",2.16247973579526,0.000349623009871357,0.63266432124254,5.1264711911257e-11,"Up in both",4.16980220419458
"BCKDHB",-1.64941615241963,0.000907579927738922,-0.769229425479093,3.48617883333359e-15,"Down in both",4.16862212349313
"CEP78",-1.48079648529822,0.00221043342776202,-1.00919832007236,7.49570692675831e-15,"Down in both",4.16806580162215
"RASGRF1",-2.61767378494313,0.00259893446080474,-0.567711576142043,5.82836144180386e-08,"Down in both",4.16735118067232
"RTKN",-2.33508316895267,0.00162660744683498,-0.687429719486936,2.35164986278361e-09,"Down in both",4.16424734680675
"ZNF664",-1.11382655406177,0.00195537413658124,-0.847884280701574,5.04480475505029e-20,"Down in both",4.16230341183356
"ADGRG2",2.43782561147872,0.0114975717356928,0.746456615087183,1.47788293623191e-08,"Up in both",4.16125761029916
"NOL6",-1.44113485365364,0.0027685367008521,-0.744227558356912,6.35435637468589e-18,"Down in both",4.16083022670962
"RAB40B",-1.79363136197034,0.00980852992812851,-0.830236015332811,4.35639790795649e-14,"Down in both",4.16079423106643
"MTF1",1.68839005715208,0.000949942566561532,0.699727397873289,2.14334178869977e-15,"Up in both",4.15723857700988
"LILRB4",1.63844944813454,0.000678494880274008,0.873819826267779,6.07157106204802e-14,"Up in both",4.15078450866831
"GAN",-1.85157403227213,0.000925663896853502,-0.563826774447254,4.93999841227261e-15,"Down in both",4.14938279323364
"NBN",2.37155190295958,0.00924589005448673,0.659122534455963,1.18986404085324e-09,"Up in both",4.12652983095298
"MBD2",1.48679819033776,0.000349623009871357,0.578059488071885,8.15072504366831e-18,"Up in both",4.11937805338998
"ZNF749",-1.8973834282068,0.00335966525577801,-0.718905987516881,2.90599822143441e-13,"Down in both",4.11733028049761
"RABAC1",1.24461121230761,0.00158931632207322,0.983801439490337,9.08384340343521e-17,"Up in both",4.11246465356159
"ZNF711",-1.87623894917698,0.0162542802172152,-0.829920744986098,5.34557494460372e-13,"Down in both",4.11226347763834
"PHF21A",1.75304919273692,0.00351032612317257,0.629471214231528,1.65050939838602e-15,"Up in both",4.10622386020227
"SRI",1.37695056214754,0.000525742534871995,0.7173559161721,1.4672767671056e-17,"Up in both",4.10557796274658
"TMEM201",-1.93169918934572,0.00097617277200168,-0.727466361471505,3.59392352095789e-12,"Down in both",4.10465599872433
"IL4R",1.30283744196137,0.000896618135287096,0.987848765046724,8.10724494573889e-16,"Up in both",4.10453812566447
"MRPS25",-1.58834125746596,0.00235259628944965,-0.634943755832984,8.8203939526474e-17,"Down in both",4.09158147424574
"NEFL",-2.63778324192423,0.0168385175742999,-0.734278688593411,4.2565224022235e-06,"Down in both",4.08652605272106
"PDE3B",-2.37425359674417,0.000378969695499584,-0.550688259227425,6.56577557984634e-09,"Down in both",4.08535280426009
"RHD",3.02527254238181,0.0017671228837566,0.576978218879096,0.00847805464474561,"Up in both",4.08469446502399
"RRP15",-2.09524713269299,0.00209415176911159,-0.539535067860192,1.82325874531124e-12,"Down in both",4.07659655471513
"RPGRIP1L",-1.94343351081807,0.004788403992603,-0.754977597083732,3.85072414461411e-12,"Down in both",4.07183778867061
"STK39",-2.03787433248885,0.000358586431850861,-0.585143012736838,1.0553788369817e-11,"Down in both",4.06521712182766
"GPRIN1",1.71046126734022,0.00186768643621303,0.768086195003295,7.89017768486615e-14,"Up in both",4.06170838751112
"AKAP1",-1.19162216209989,0.0051192285639572,-0.878739540213359,2.62564307204134e-18,"Down in both",4.05751768146167
"FLT3",2.59075707042365,0.0440309139268861,0.753009523889311,1.75698040505194e-06,"Up in both",4.05491413251531
"TMEM54",2.25879670004274,0.0349883814348175,0.792916765014442,3.44258094306975e-09,"Up in both",4.04363266377995
"C2ORF92",-1.7491395543674,0.00710842972499353,-0.883867957651575,1.15209331981815e-12,"Down in both",4.04168137874513
"ZMYND15",1.66069606022876,0.00215679968585967,0.960359775466656,2.90503052974961e-12,"Up in both",4.04135978444862
"INSIG2",2.2873039175848,0.000349835425496194,0.600872641361779,8.72571324091901e-09,"Up in both",4.0397100867627
"TASP1",-1.49998583235066,0.0040158036895372,-0.686044281867808,7.50395539474139e-17,"Down in both",4.03812384239563
"HLTF",-1.85985893129736,0.000568019354214088,-0.742555330559719,8.64789185050684e-12,"Down in both",4.03328692350777
"EFEMP2",1.34461535266597,0.00505342990158393,0.883086587276676,2.02849288023952e-16,"Up in both",4.02662596659206
"SLC16A6",2.00612202609946,0.0007164680536985,0.589797437755018,6.96836812108172e-12,"Up in both",4.02608667226857
"SFXN2",-2.23083352621324,0.00810117304326629,-0.644549729521823,4.05258122990043e-10,"Down in both",4.02375529198286
"TNFRSF11A",-2.59390283820843,0.000987594927462145,-0.539631303038474,1.26925470066128e-06,"Down in both",4.02372137813688
"APOO",2.11207876098392,0.000231492191911116,0.548436824271388,1.04886190207603e-10,"Up in both",4.02199011946644
"SLC49A4",1.64031557916508,0.0132072036865829,0.868478329618512,5.6605578257148e-14,"Up in both",4.02142689807761
"MYBBP1A",-1.56111317951805,0.0106853823823503,-0.808159581413716,3.09511825089085e-15,"Down in both",4.01732602949098
"SPATC1L",-2.45887135239489,0.00257450031507287,-0.607609484416877,1.22054767921509e-07,"Down in both",4.01675606695326
"ITGA4",-1.55724337982256,0.00574824470871414,-0.987782968614371,3.45512294598557e-13,"Down in both",4.01522647303683
"SLC25A15",-1.69972614927726,0.00148016867077435,-0.72081538468334,7.70136772970264e-14,"Down in both",4.01485362710556
"BAIAP2",-2.27861621173513,0.000172231301755736,-0.580326272803058,1.63397618797946e-08,"Down in both",4.01400670380586
"RHBDF2",1.76799714688817,0.000726599992200325,0.695563773046808,4.5782289296283e-13,"Up in both",4.01136163051547
"PSMA6",2.15614507370921,0.00015599649428404,0.579845120278233,1.14818836166812e-09,"Up in both",4.01067739608954
"TRIM65",-1.41591576691611,0.000600181572602125,-0.619255603968677,2.93674042553669e-17,"Down in both",4.01055654901897
"ZNF667",-2.53234735483319,0.00580771682376259,-0.576596356117866,1.68150324157176e-07,"Down in both",4.00997339680238
"CD58",1.00392907193116,0.0150307889064934,1.10783881365864,6.95576619047622e-18,"Up in both",4.00983521050168
"ZNF256",-1.92443314885681,0.00315136115266423,-0.700337511549549,4.9442586862349e-12,"Down in both",4.00551072417771
"ZNF850",-1.94065581318408,0.00459029254149978,-0.551614252644664,1.91334355920885e-13,"Down in both",3.9979067335303
"CDK6",-1.88696140563901,0.00547392420270943,-0.559306091164092,6.65171713851647e-14,"Down in both",3.99014424158307
"PNPLA7",-1.98434455857567,0.00111425847696846,-0.754948604670893,3.24853551845659e-10,"Down in both",3.98342580661379
"ZNF599",-1.3750207199724,0.0155095924134794,-0.800685132924368,6.24295578402469e-17,"Down in both",3.97710678850724
"TSPAN13",-1.82380123822674,0.000805764392913949,-0.867819170982674,1.77344666724011e-10,"Down in both",3.97611778877923
"ACSL4",1.52329770086483,0.000306442363687438,0.884316577268687,7.29578974750702e-13,"Up in both",3.97267216679451
"NBPF1",-1.49147460264083,0.000726599992200325,-0.790860900867622,1.92230349036963e-14,"Down in both",3.96782376917177
"ATP6V0E2",-1.50294390722658,0.00111425847696846,-0.840832849996919,5.16071428521996e-14,"Down in both",3.96780718097639
"HPSE",1.8682655683791,0.000767093507103714,0.79120085677074,1.23801861532972e-10,"Up in both",3.96170887697741
"AKR1C1",2.06174289483803,0.00139487691168756,1.04410143089569,2.07433023349232e-06,"Up in both",3.959702947428
"NAB2",-1.2009748866563,0.0176994356630158,-0.718125423372815,2.81821868779133e-19,"Down in both",3.94930689905431
"ARL10",-1.16380273755274,0.00813100893951105,-1.02511661920018,3.1556241175927e-16,"Down in both",3.94799638623883
"EEF2K",-1.33935131419506,0.00225714238345554,-0.85835123292987,1.53017205684714e-15,"Down in both",3.94387262485953
"NFATC3",-1.07477012355256,0.00191406165777781,-0.643347022245546,3.01048409850392e-20,"Down in both",3.94205791967733
"AQP3",-1.71552241162907,0.0367536453366748,-0.943265264361479,4.3425834938728e-12,"Down in both",3.93848281624395
"PSMA4",1.4557673802544,0.00893007031702342,0.909976816251002,2.1912732609872e-14,"Up in both",3.93658905471516
"RELT",1.50996439025212,0.000286463941366782,0.59050155955061,1.55219449964621e-15,"Up in both",3.93566433949404
"SLC2A14",2.01897805586522,0.0238501432200132,0.951523767037435,9.74972475588663e-09,"Up in both",3.93385348823856
"AMPD3",2.16080630844314,0.000487222821506435,0.587721565597518,2.89144910951203e-09,"Up in both",3.93364355649849
"PRSS27",1.32475012309874,0.0341463092406437,0.907945198009692,3.00178095475408e-16,"Up in both",3.93162304441255
"PRKDC",-1.86108314842273,0.000358638243550053,-0.74757813171559,1.7259323284879e-10,"Down in both",3.92949324388969
"FGFBP3",-2.17485407867872,0.00430469313647268,-0.547542027872814,2.06838286763638e-10,"Down in both",3.92743879357906
"ZNF578",-1.21495286813041,0.0388575507718144,-0.784885562733357,1.38197624521545e-18,"Down in both",3.92684083074872
"TMCC2",2.55332448223345,0.0133566651040423,0.81944726266067,0.000250949646539724,"Up in both",3.92024328237185
"HABP4",-1.44211567330551,0.00162918088089267,-0.862633575891761,4.3050396733241e-14,"Down in both",3.92015460290809
"ZNF550",-1.17820639980572,0.00611141938445462,-1.02844656669338,1.20922199999355e-15,"Down in both",3.91978815377022
"ARG2",2.04702901127306,0.00843386405909877,0.683418818119665,1.52013514074154e-10,"Up in both",3.91965694987019
"TMEM150B",2.51210891927626,0.000169204224876233,0.515916264375975,7.38259465830043e-06,"Up in both",3.91836316096256
"XPNPEP2",-2.55450036396326,0.00792953412090807,-0.527111194416381,6.32791037520559e-07,"Down in both",3.91156075921266
"NUP188",-1.28450251891966,0.00153646500726281,-0.838254283604715,8.57031469666209e-16,"Down in both",3.91080485822828
"SIGLEC14",1.57436426418206,0.000369637679330861,1.23371636677007,2.71156725920506e-08,"Up in both",3.90798096931556
"SMOX",2.8226205827335,0.00721963441437889,0.524780068275496,0.000382108429561287,"Up in both",3.90333046850198
"CCPG1",1.34405378916061,0.00314980155361446,1.00469095913164,9.20648940920805e-14,"Up in both",3.9025070232149
"GSTM2",-2.31200183258168,0.00499963278572659,-0.713194916388628,3.75529552125372e-07,"Down in both",3.89783852630754
"BIN1",-1.78762218144522,0.000482353191346976,-0.689510829082445,1.30503550743602e-11,"Down in both",3.89723426208968
"CAMSAP1",-1.28651915510248,0.000435590431853462,-0.520529947621031,3.5666676708762e-18,"Down in both",3.88791500504835
"TMEM120B",-1.90393170381548,0.00323652634876898,-0.539920450231113,1.12245599416668e-12,"Down in both",3.88782730699635
"UGP2",1.1573293088286,0.00103671870560775,0.695515433916546,4.42946117303633e-18,"Up in both",3.88664355936534
"ZNF584",-1.95672429879869,0.00316616661635595,-0.576780783573657,9.35481285531616e-12,"Down in both",3.88634819544973
"ABCB4",-2.14504430318172,0.0134150419935461,-0.752174826759705,9.68049344508445e-09,"Down in both",3.88587017676947
"WDR3",-1.32615299786498,0.00316616661635595,-0.633673063350235,2.04671081044952e-17,"Down in both",3.87866703632564
"TCTN1",-1.0026949160737,0.0134438924382795,-0.922234328619085,2.19167507977773e-18,"Down in both",3.87799912482569
"B3GLCT",-1.78837448180328,0.00243677851457456,-0.65629318486722,2.10444045204974e-12,"Down in both",3.87367239686167
"MYL6B",1.02747443842126,0.0301480448047412,1.0212601030889,2.08588624652809e-17,"Up in both",3.8688795642515
"HLA-DQB2",-2.39076243795068,0.0251689814052875,-0.901734676428594,6.91633637974754e-05,"Down in both",3.86842293966288
"GNS",1.10265565437735,0.000721505787682284,0.86659231424348,1.53944939225093e-16,"Up in both",3.8646874450489
"CFAP44",-1.11430620680273,0.0213929076391999,-0.946437951498594,4.59668412196716e-17,"Down in both",3.86147271062104
"GPAM",-1.90195929878549,0.000823713810304585,-0.578428633233872,2.16267356119839e-11,"Down in both",3.85531120018083
"MLKL",1.03971271594605,0.036313477217826,0.841923741701657,5.32473601893284e-19,"Up in both",3.85299986575541
"TTC27",-1.55246914470585,0.0027703466421012,-0.563006750644711,1.68571411546387e-15,"Down in both",3.84854409161258
"OLR1",2.51085519920686,0.00512329893943941,0.836366076571374,0.00189611687500731,"Up in both",3.8484797957148
"TIAM1",-1.0362683572261,0.00276814017732678,-0.982096219986481,1.86295445731283e-16,"Down in both",3.84712554552616
"ZIK1",-1.17236751032589,0.0190195975785347,-0.926067560390861,1.71873588043592e-16,"Down in both",3.84699402399594
"MFHAS1",-1.12395070909381,0.00510066611634296,-0.916819861830325,1.70853621804424e-16,"Down in both",3.8467454623658
"PTPRJ",1.7923000363114,0.000408608496120068,0.516623257693047,1.02705012557726e-12,"Up in both",3.84663339074261
"ZNF528",-1.130854118845,0.00602023730442099,-0.875509244853599,6.66566521601782e-17,"Down in both",3.84601765290939
"JUNB",1.12303127296873,0.00133744617946998,0.847356635283764,1.52564256117472e-16,"Up in both",3.83941499722282
"DNMT1",-1.11843559115078,0.00312408672971482,-0.921496907799054,3.34845145687922e-16,"Down in both",3.83797579001362
"KANK3",-1.39916672271927,0.0466210807903068,-0.926403732342718,1.6670502718101e-14,"Down in both",3.83651735166408
"CDK20",-1.48563762408827,0.00673346085688712,-0.791487786813564,4.02632698846937e-14,"Down in both",3.83381067270371
"RNF149",1.04595718910335,0.00661768444301105,0.836009075980049,4.80195653046261e-18,"Up in both",3.83175383720664
"JARID2",-1.66227370180637,0.000220595280593051,-0.565985389765196,4.47046940515468e-13,"Down in both",3.82886415717748
"FAM177A1",1.62768662993577,0.0143289675436225,0.701354967853736,7.14690478755818e-14,"Up in both",3.82800830825476
"SLC39A1",1.06123501341995,0.00378597872573462,0.699658553467788,5.81476595497962e-19,"Up in both",3.82662252606293
"ST3GAL2",1.45283952406768,0.0010874672603732,0.695384419086634,1.63778038851895e-14,"Up in both",3.82315675743428
"TRIM32",-1.29603356403458,0.00190919863140794,-0.927339250172718,6.11246477093969e-14,"Down in both",3.81666606586069
"ACOT9",1.47378762823628,0.00666085919802066,0.543921725742646,1.86093151288217e-16,"Up in both",3.80838328962022
"MTAP",-1.7576251018104,0.000723009956011682,-0.543645303621154,1.22818555535184e-12,"Down in both",3.80642957912923
"RAB24",1.48205755077013,0.000336780052751843,0.708777694377172,2.14446640818619e-13,"Up in both",3.80496868431846
"FNDC3B",2.01372575768013,0.000164142715921011,0.585225395204376,5.73417258214056e-09,"Up in both",3.80158191539957
"THEM6",-1.91333660342309,0.00129833210371249,-0.567341994412724,5.1083059875317e-11,"Down in both",3.79851232787692
"ZNF880",-1.64185289185631,0.00220437050185728,-0.603876152446491,1.37962944470993e-13,"Down in both",3.79742433975037
"LIMA1",-1.80508275377675,0.0021439718423812,-0.744582983645949,1.68496397945869e-10,"Down in both",3.79388476758091
"BDH1",-1.83393378547225,0.000735813804216702,-0.708728344873767,4.26593823004476e-10,"Down in both",3.79298388096584
"TULP4",-1.01219089264472,0.000973973057612126,-0.680890306390332,1.11971489975432e-18,"Down in both",3.78931575896231
"MYO1D",-2.31442858157344,0.00462209051733378,-0.540262897478983,1.10264064395896e-07,"Down in both",3.78396423474542
"ZNF320",-1.2995636747138,0.0086891721074426,-0.622572417199314,3.00478159266344e-17,"Down in both",3.7804569609602
"CLYBL",-1.88465733590794,0.00162918088089267,-0.700639299982768,7.03923343885366e-10,"Down in both",3.77934716863377
"NAT10",-1.06871090701092,0.00894172022114127,-0.842327413379618,2.40722044422034e-17,"Down in both",3.77774462637115
"EFNB1",-1.15919932277695,0.00599116059007244,-0.7311158899712,2.31653002591254e-17,"Down in both",3.77608032329654
"EIF1B",1.11773310026714,0.0081331457012564,0.814148097379926,4.76875774202032e-17,"Up in both",3.773014816356
"PRKX",-1.11715341677622,0.00580771682376259,-0.80724949364672,5.93547039599679e-17,"Down in both",3.77065685283976
"MYC",-1.93937390158149,0.0187626425411235,-0.56000567410352,1.09392807511331e-11,"Down in both",3.76815129837954
"UBE2D1",1.30364587596815,0.00215985527297747,0.826594975550051,1.98475211465521e-14,"Up in both",3.76702775908123
"HIF1A",2.13273294029883,0.00534868977796814,0.52095356008596,1.39941039562704e-09,"Up in both",3.76626724983642
"CAMK2D",-1.36443175382323,0.0487641692872432,-0.790347518445877,1.77466457031693e-15,"Down in both",3.76105756133513
"CTSL",1.45584959797472,0.000564085126111251,1.02832704273986,3.08185774120749e-10,"Up in both",3.76016091710392
"WWP1",-1.010775246173,0.00194871270900433,-0.671647266667314,1.04017511155436e-18,"Down in both",3.75173708527559
"FGD6",-1.46556753536402,0.00209834836910519,-0.723470743579339,1.17716925528318e-13,"Down in both",3.74976662868594
"CAND2",-1.27539930977597,0.0473487515865549,-0.919536719279536,6.09963594993046e-15,"Down in both",3.7488747842427
"TRAP1",-1.68492669531092,0.00199975729908832,-0.569784782015066,6.21325416875648e-13,"Down in both",3.74528183627449
"TTC39B",-1.00455399024125,0.0274180176546152,-0.973059313584041,8.5576251704996e-17,"Down in both",3.74057437263289
"JAK2",1.57675325767267,0.0168978444327052,0.705079809836418,1.54489039665609e-13,"Up in both",3.74016016940354
"IFI16",1.57051905265436,0.000893146229589589,0.617225659772533,3.71273104006108e-13,"Up in both",3.73568310661342
"DNAJA3",-1.31501207474999,0.00427230346221672,-0.615945702196007,2.14785453774679e-16,"Down in both",3.73469108106844
"GSDMD",1.95275379069758,0.0035917568055312,0.553173561327899,1.58743875103223e-10,"Up in both",3.73032696192548
"TMEM88",1.30822307859629,0.0405738467537059,0.927236251040043,3.11234022997699e-14,"Up in both",3.72532600453687
"TMEM158",2.58710650130449,0.00285146869927981,0.590822106602481,0.00132718776133113,"Up in both",3.72012851022096
"ZNF527",-1.73856800055893,0.00510003031609142,-0.544546803172481,8.77107261200084e-13,"Down in both",3.71805225732698
"TOM1",1.26192241641999,0.000920363147635128,0.758188955635854,1.55468061009067e-14,"Up in both",3.70455133177536
"RIPK3",1.01652889853761,0.00351032612317257,0.669827179779441,1.87820850206988e-18,"Up in both",3.70444695150238
"BOK",-2.05441229969801,0.00274892793830443,-0.893393764713132,9.96776012851744e-06,"Down in both",3.70402997106592
"ZNF10",-1.22997013204305,0.0232236498659834,-0.837799967137114,1.9067493125547e-15,"Down in both",3.70314769181357
"IRAK4",1.06436330239102,0.00159714448261279,0.586771398766544,1.89281992105814e-18,"Up in both",3.70308935079852
"RHOU",1.6867545975871,0.0018428961348063,0.779733127583543,2.36972298563227e-10,"Up in both",3.70246788114352
"EPB41L2",-1.22257085508601,0.0118124840408618,-0.827590007266216,2.65496444540363e-15,"Down in both",3.70052086792566
"RHOF",-1.81562122781117,0.00550442714971086,-0.520394036760198,4.42485991171227e-12,"Down in both",3.69735409916796
"LYRM7",-1.38411405818128,0.00536100086844753,-0.654443047293981,4.84003220258344e-15,"Down in both",3.69714769259933
"ZNF548",-1.02663838945574,0.0126447709622671,-0.911859278210793,2.20550766710409e-16,"Down in both",3.69395571375183
"ZFP3",-1.37133599697306,0.00399041584503801,-0.740577968241087,3.85513505479361e-14,"Down in both",3.6932081898805
"PRXL2A",-1.87652411387585,0.000349835425496194,-0.6400068582054,5.05092533409108e-09,"Down in both",3.69180749867929
"ACSS1",-1.3617005877764,0.00303016287484281,-0.582153172673551,1.15405640193198e-15,"Down in both",3.68948445970148
"DBNDD1",-1.29883133320363,0.0354542571106741,-1.10519130907979,4.00795238481579e-12,"Down in both",3.68876354796055
"MYO6",-1.32738065167368,0.00224573028914981,-1.05544306054677,4.34247728802564e-11,"Down in both",3.68391419699688
"SMAP2",2.20554094399596,0.00033559959409964,0.502924814610892,5.9426291995074e-07,"Up in both",3.67848575266231
"TRAF4",-1.0192283074145,0.00965100607205667,-0.795082765959824,2.52585697232292e-17,"Down in both",3.67561293900654
"LHFPL6",2.1097894849596,0.000693800273923277,0.816297961861041,4.87878378065644e-05,"Up in both",3.67313284298831
"GTF2B",1.48372648381503,0.00322448985804342,0.609532351090638,5.24495863397146e-14,"Up in both",3.67043852664214
"SERINC5",-1.46677789771126,0.000643347738197952,-0.595706597662834,1.34572797206757e-13,"Down in both",3.66874418956094
"AZI2",1.51126822774073,0.000349835425496194,0.705652365195251,8.9774931543609e-12,"Up in both",3.66721870612556
"RRP1B",-1.02064083462112,0.0160420353515759,-0.825900710844668,4.12682533049737e-17,"Down in both",3.66445398980231
"CLUH",-1.67500945689969,0.00169726504084252,-0.600426152764715,8.38310541389212e-12,"Down in both",3.66012015033882
"ZMIZ1",-1.69901208199554,0.000442034472762682,-0.527256855127396,1.53225995868863e-11,"Down in both",3.64319007787487
"COL7A1",1.90283590438834,0.0180415407280281,0.680700666367162,1.53060449453273e-09,"Up in both",3.63942291002109
"CXCL16",1.23633107921188,0.00519876504215113,0.936777646546465,4.29630374020253e-13,"Up in both",3.63820920900769
"NSUN3",1.13738049072374,0.00121979941857249,0.653201125924963,3.38464875881457e-16,"Up in both",3.62900141379308
"RGS12",-1.6682545603458,0.00213001291840599,-0.659179775662111,4.54721057283903e-11,"Down in both",3.62882160566232
"IPO5",-1.13675122027646,0.00059752067004387,-0.612354795455171,2.75512713587172e-16,"Down in both",3.62745655796264
"KCTD7",-1.23152104239338,0.00550049708350403,-0.650403618708943,6.89747844547135e-16,"Down in both",3.62401543202914
"CYB5RL",-1.33844875693353,0.00301132334141027,-0.813653363648064,6.5774798262796e-13,"Down in both",3.62242042906081
"PPAT",-1.62901972379908,0.00443144817346742,-0.719039222532708,4.35677979826818e-11,"Down in both",3.61948781785525
"ZNF544",-1.49107502752517,0.00222543882279794,-0.517595281115257,3.6632031902117e-14,"Down in both",3.61754264176169
"HCN2",-2.13803528333642,0.00212801436055171,-0.613313359396349,1.34225675377229e-06,"Down in both",3.605767627507
"TUBB4A",-1.97819235996321,0.0299077726119608,-0.783528019863605,1.46357829661424e-07,"Down in both",3.59760037674965
"NFE2L2",1.39488175672607,0.000313804042344543,0.519062061008787,4.68627446677687e-14,"Up in both",3.59719519227269
"EPM2A",-1.71131284387754,0.00441697941310299,-0.576205815506625,1.84793959528956e-11,"Down in both",3.596337344769
"DDI2",-1.28845390313471,0.00164757839844821,-0.502713606909265,6.10199140583585e-16,"Down in both",3.59093574195549
"CYTH3",-1.19429571039825,0.0109088262732143,-0.604675075375964,1.15455242311544e-16,"Down in both",3.58895161751303
"UBE2G2",-1.0739893289309,0.000823713810304585,-0.520857591589481,1.6363813025972e-17,"Down in both",3.58188083492439
"ZCCHC4",-1.42256425009127,0.00213239674808225,-0.529016350753736,2.72624300220143e-14,"Down in both",3.57513734330696
"DST",-1.03588879927166,0.0371047716870847,-1.03641545358008,2.62060142633602e-14,"Down in both",3.57352117918212
"TMC6",-1.54449614494208,0.00297522736122863,-0.507208771640416,2.08847685788762e-13,"Down in both",3.57236993392592
"CENPV",-2.11426180576786,0.00694551698365425,-0.554246890711356,1.45901904721992e-07,"Down in both",3.56793214256112
"NINL",-1.34959966488415,0.00789205315749205,-0.98440045726214,5.96157813919949e-11,"Down in both",3.56674499789676
"QTRT1",-1.69590589638555,0.00217264751615722,-0.522671681294016,1.71658602797984e-11,"Down in both",3.5614120930103
"LSMEM1",1.77625387739833,0.00854010163180925,0.706692626757952,2.05127761686772e-09,"Up in both",3.55859775613882
"PIGW",-1.78466949389726,0.00281211668318403,-0.521826368282848,1.07906131643034e-10,"Down in both",3.5582879161221
"ACE",-1.3440881786986,0.0101115127535764,-0.856916899669659,2.85700980401723e-12,"Down in both",3.55493229190199
"SLC9A8",1.08890146331755,0.00154877049299929,0.680908893360275,1.03209946566002e-15,"Up in both",3.5494394947657
"VSIR",1.19869540333941,0.0486114434890537,0.779148340730554,4.30162953207573e-15,"Up in both",3.54580659182558
"BCAR3",-1.70262483641682,0.000572328414844839,-0.600234257542087,6.93993264524239e-10,"Down in both",3.54295903759035
"ZNF530",-1.70088081631877,0.00451973683885239,-0.578445784155322,7.01543837709106e-11,"Down in both",3.52920980417571
"TOP1MT",-1.73390090021156,0.00841479409935109,-0.522351259609011,2.25898813745757e-11,"Down in both",3.52835641541351
"SCAMP5",-1.3191348512382,0.0252642611072971,-0.908223285704355,4.0302128965253e-12,"Down in both",3.52657467798747
"UBE2S",1.56173353686433,0.0453770138523839,0.688033658807555,3.85804460813943e-12,"Up in both",3.52544687992512
"SLC4A8",-1.61390404801277,0.000288525329056807,-0.709924258964261,3.40406830339332e-09,"Down in both",3.52461008590521
"CCDC17",1.01861822433756,0.0186257380027805,0.788242813514488,3.73596218762648e-16,"Up in both",3.52260944168173
"BAZ1A",1.42668507695591,0.00712921991044385,0.747684296778576,5.144166955207e-12,"Up in both",3.51793366707444
