"ensembl_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME","gene_label","regulation"
"ENSG00000099810",-1.7576251018104,4.35726517722303,-9.71410827174872,4.25953415144366e-05,0.000723009956011682,2.47834262699785,"MTAP","4507","methylthioadenosine phosphorylase","MTAP","Down"
"ENSG00000154277",-1.81423787849328,3.6817866702621,-9.71220513497295,4.26463606690592e-05,0.000723225568399365,2.54573148668797,"UCHL1","7345","ubiquitin C-terminal hydrolase L1","UCHL1","Down"
"ENSG00000134508",-3.21916829938875,-0.0175073733488975,-9.70173783367047,4.29282214117403e-05,0.000726599992200325,2.84387021502597,"CABLES1","91768","Cdk5 and Abl enzyme substrate 1","CABLES1","Down"
"ENSG00000129667",1.76799714688817,7.38148921238724,9.70129046002475,4.29403156277044e-05,0.000726599992200325,2.41306105616159,"RHBDF2","79651","rhomboid 5 homolog 2","RHBDF2","Up"
"ENSG00000219481",-1.49147460264083,5.0817129198768,-9.70053209546696,4.2960826028904e-05,0.000726599992200325,2.42174074466612,"NBPF1","55672","NBPF member 1","NBPF1","Down"
"ENSG00000205362",8.57622064896113,-0.603416474548713,9.69761608062294,4.30397958871922e-05,0.000727283927816251,2.52309903780319,"MT1A","4489","metallothionein 1A","MT1A","Up"
"ENSG00000123689",5.89842526080608,3.85539979408026,9.69613065474355,4.30800872492382e-05,0.000727313637593355,2.64985258927512,"G0S2","50486","G0/G1 switch 2","G0S2","Up"
"ENSG00000006327",-1.82693545436759,3.83454876575287,-9.69090282896887,4.32222330713001e-05,0.000728481431733124,2.51339059454412,"TNFRSF12A","51330","TNF receptor superfamily member 12A","TNFRSF12A","Down"
"ENSG00000183605",-2.18803756761557,2.45899344205245,-9.6881597371319,4.32970332003218e-05,0.000728481431733124,2.67796681122826,"SFXN4","119559","sideroflexin 4","SFXN4","Down"
"ENSG00000164687",-2.57173839572483,7.62582283887786,-9.68813246240354,4.32977776864922e-05,0.000728481431733124,2.40215354754935,"FABP5","2171","fatty acid binding protein 5","FABP5","Down"
"ENSG00000142046",-2.3512225363567,3.62502244708163,-9.68791778645085,4.33036379552087e-05,0.000728481431733124,2.55641792528767,"TMEM91","641649","transmembrane protein 91","TMEM91","Down"
"ENSG00000105464",2.29626345097771,2.7955820899742,9.68522895817391,4.33771151367857e-05,0.000729067718795041,2.61807482733557,"GRIN2D","2906","glutamate ionotropic receptor NMDA type subunit 2D","GRIN2D","Up"
"ENSG00000185818",-3.72931772237612,-0.0562412622279894,-9.6827200351987,4.34458048651758e-05,0.000729420946807621,2.82060482002776,"NAT8L","339983","N-acetyltransferase 8 like","NAT8L","Down"
"ENSG00000227502",6.11562243956777,-0.765576639503017,9.68111469651239,4.34898214551391e-05,0.000729420946807621,2.62366955475048,"MROCKI","285758","MARCKS cis regulating lncRNA promoter of cytokines and inflammation","MROCKI","Up"
"ENSG00000117408",-1.27968959066171,4.59580582441019,-9.68023128149282,4.35140654890268e-05,0.000729420946807621,2.42451589488727,"IPO13","9670","importin 13","IPO13","Down"
"ENSG00000173926",2.11381476380561,2.58579235323554,9.67656168813637,4.36149379238413e-05,0.000729847523968489,2.62996254291737,"MARCHF3","115123","membrane associated ring-CH-type finger 3","MARCHF3","Up"
"ENSG00000198771",2.47238554171891,5.75097665917909,9.6749248523421,4.3660018792486e-05,0.000729847523968489,2.39377475511652,"RCSD1","92241","RCSD domain containing 1","RCSD1","Up"
"ENSG00000173369",2.56358203443057,5.63736554075671,9.6740110741127,4.36852087987988e-05,0.000729847523968489,2.40735470529647,"C1QB","713","complement C1q B chain","C1QB","Up"
"ENSG00000001630",-1.48239080280428,6.52053554751718,-9.67330161343061,4.37047778871718e-05,0.000729847523968489,2.38929166149501,"CYP51A1","1595","cytochrome P450 family 51 subfamily A member 1","CYP51A1","Down"
"ENSG00000131778",-1.17907968784125,4.8108904184509,-9.672284506536,4.37328503103768e-05,0.000729847523968489,2.40666287232757,"CHD1L","9557","chromodomain helicase DNA binding protein 1 like","CHD1L","Down"
"ENSG00000128512",1.41853237306816,7.75137364887993,9.66923854222588,4.38170433337374e-05,0.000730606619191072,2.39306068884809,"DOCK4","9732","dedicator of cytokinesis 4","DOCK4","Up"
"ENSG00000176890",-3.46561097388101,0.796252451658342,-9.66730025024313,4.38707159943384e-05,0.000730855926207534,2.81713377253547,"TYMS","7298","thymidylate synthetase","TYMS","Down"
"ENSG00000272196",2.17266435789527,5.80086059921712,9.66181171307684,4.40231063181811e-05,0.000732747911601119,2.38089434299023,NA,NA,NA,"ENSG00000272196","Up"
"ENSG00000144021",-1.11214089532179,5.81770788541982,-9.65551417660257,4.41987059847213e-05,0.000735022533446356,2.37388797528404,"CIAO1","9391","cytosolic iron-sulfur assembly component 1","CIAO1","Down"
"ENSG00000182310",3.72400051977698,1.26359787694129,9.6526843021096,4.42778749240016e-05,0.000735690923583212,2.78427140905968,"SPACA6","147650","sperm acrosome associated 6","SPACA6","Up"
"ENSG00000077713",-1.68606584024903,3.86575112172572,-9.65064764705679,4.43349531460765e-05,0.000735813804216702,2.47502519026559,"SLC25A43","203427","solute carrier family 25 member 43","SLC25A43","Down"
"ENSG00000161267",-1.83393378547225,2.87076297662502,-9.64860240012556,4.43923569653365e-05,0.000735813804216702,2.58971859139234,"BDH1","622","3-hydroxybutyrate dehydrogenase 1","BDH1","Down"
"ENSG00000116649",-2.37981300025637,4.14213937617104,-9.64791358686061,4.44117089999876e-05,0.000735813804216702,2.47675212666675,"SRM","6723","spermidine synthase","SRM","Down"
