"ensembl_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME","gene_label","regulation"
"ENSG00000196951",-1.13078946960581,-2.46997293013123,-2.28256233245186,0.0593955876402203,0.10708233611875,-4.23008205310136,"SCOC-AS1","100129858","SCOC antisense RNA 1","SCOC-AS1","Not significant"
"ENSG00000181873",-0.353086404946851,3.46558973889845,-2.2825245072469,0.0593987845914338,0.10708233611875,-5.41473611126208,"IBA57","200205","iron-sulfur cluster assembly factor IBA57","IBA57","Not significant"
"ENSG00000122008",0.441410503481127,4.19476691049252,2.28195906217063,0.0594465965411207,0.107158295264412,-5.50862171791763,"POLK","51426","DNA polymerase kappa","POLK","Not significant"
"ENSG00000268041",1.15931039624351,-2.64342490939233,2.28155965559857,0.0594803926869482,0.107206913310728,-4.23710682040388,"ERFL","390937","ETS repressor factor like","ERFL","Not significant"
"ENSG00000101367",-0.299794033489978,7.33158400294105,-2.28150608256501,0.0594849273167285,0.107206913310728,-5.54183731329071,"MAPRE1","22919","microtubule associated protein RP/EB family member 1","MAPRE1","Not significant"
"ENSG00000188825",0.522055312794774,0.795232150849518,2.28052158302794,0.0595683223724637,0.107346962457538,-4.90315546507472,"LINC00910","100130581","long intergenic non-protein coding RNA 910","LINC00910","Not significant"
"ENSG00000152700",-0.307920301489457,5.24300442353504,-2.28038828667636,0.0595796228666904,0.107357077003225,-5.55453787603602,"SAR1B","51128","secretion associated Ras related GTPase 1B","SAR1B","Not significant"
"ENSG00000088970",0.574560595128638,1.53548472280416,2.27962972298666,0.0596439736777331,0.107454599742916,-5.05002037750583,"KIZ","55857","kizuna centrosomal protein","KIZ","Not significant"
"ENSG00000179119",-0.295199187113631,4.95621065475719,-2.27961609204483,0.0596451306758425,0.107454599742916,-5.55008718868391,"SPTY2D1","144108","SPT2 chromatin protein domain containing 1","SPTY2D1","Not significant"
"ENSG00000183935",-0.465096602862817,2.65906417479565,-2.27945823474405,0.0596585313247691,0.107468484324777,-5.27407973764375,NA,NA,NA,"ENSG00000183935","Not significant"
"ENSG00000284735",0.856312912077525,-0.973198263777672,2.27924934082022,0.059676269267381,0.107483910393522,-4.58362572486943,NA,NA,NA,"ENSG00000284735","Not significant"
"ENSG00000253200",0.552010783789647,1.2308276733586,2.27922326596973,0.0596784837575689,0.107483910393522,-5.00542283352971,NA,NA,NA,"ENSG00000253200","Not significant"
"ENSG00000258603",-1.36838832648359,-2.00062227822106,-2.27887774804104,0.0597078359359909,0.107525383623161,-4.33307145126772,NA,NA,NA,"ENSG00000258603","Not significant"
"ENSG00000105643",0.450011081109969,4.82104045988913,2.27881810210843,0.0597129044311507,0.107525383623161,-5.5492661100119,"ARRDC2","27106","arrestin domain containing 2","ARRDC2","Not significant"
