"probe_id","symbol_raw","SYMBOL"
"221541_at","CRISPLD2","CRISPLD2"
"221542_s_at","ERLIN2","ERLIN2"
"221543_s_at","ERLIN2","ERLIN2"
"221544_s_at","MED16","MED16"
"221545_x_at","MED16","MED16"
"221546_at","PRPF18","PRPF18"
"221547_at","PRPF18","PRPF18"
"221548_s_at","ILKAP","ILKAP"
"221549_at","GRWD1","GRWD1"
"221550_at","COX15","COX15"
"221551_x_at","ST6GALNAC4","ST6GALNAC4"
"221552_at","ABHD6","ABHD6"
"221553_at","MAGT1","MAGT1"
"221554_at","STRADA","STRADA"
"221555_x_at","CDC14B","CDC14B"
"221556_at","CDC14B","CDC14B"
"221557_s_at","LEF1","LEF1"
"221558_s_at","LEF1","LEF1"
"221559_s_at","MIS12","MIS12"
"221560_at","MARK4","MARK4"
"221561_at","SOAT1","SOAT1"
"221562_s_at","SIRT3","SIRT3"
"221563_at","DUSP10","DUSP10"
"221564_at","PRMT2","PRMT2"
"221565_s_at","CALHM2","CALHM2"
"221566_s_at","NOL3","NOL3"
"221567_at","NOL3","NOL3"
"221568_s_at","LIN7C","LIN7C"
"221569_at","AHI1","AHI1"
"221570_s_at","METTL5","METTL5"
"221571_at","TRAF3","TRAF3"
"221572_s_at","MIR6824///SLC26A6","MIR6824"
"221573_at","C7orf25///PSMA2","C7ORF25"
"221575_at","SCLY","SCLY"
"221576_at","GDF15","GDF15"
"221577_x_at","GDF15","GDF15"
"221578_at","RASSF4","RASSF4"
"221579_s_at","RPS10-NUDT3///NUDT3","RPS10-NUDT3"
"221580_s_at","MIR1304///SNORD5///SNORA32///SNORA40///SNORA18///SNORA1///SNORA8///TAF1D","MIR1304"
"221581_s_at","LAT2","LAT2"
"221582_at","HIST3H2A","HIST3H2A"
"221583_s_at","KCNMA1","KCNMA1"
"221584_s_at","KCNMA1","KCNMA1"
"221585_at","CACNG4","CACNG4"
"221586_s_at","E2F5","E2F5"
"221587_s_at","C19orf24","C19ORF24"
"221588_x_at","ALDH6A1","ALDH6A1"
"221589_s_at","ALDH6A1","ALDH6A1"
"221590_s_at","ALDH6A1","ALDH6A1"
"221591_s_at","FAM64A","FAM64A"
"221592_at","TBC1D8","TBC1D8"
"221593_s_at","RPL31","RPL31"
"221594_at","RBM48","RBM48"
"221595_at","RBM48","RBM48"
"221596_s_at","RBM48","RBM48"
"221597_s_at","TMEM208","TMEM208"
"221598_s_at","MED27","MED27"
"221599_at","AAMDC","AAMDC"
"221600_s_at","AAMDC","AAMDC"
"221601_s_at","FCMR","FCMR"
"221602_s_at","FCMR","FCMR"
"221603_at","PEX16","PEX16"
"221604_s_at","PEX16","PEX16"
"221605_s_at","PIPOX","PIPOX"
"221606_s_at","HMGN5","HMGN5"
"221607_x_at","ACTG1///ACTB","ACTG1"
"221608_at","WNT6","WNT6"
"221609_s_at","WNT6","WNT6"
"221610_s_at","STAP2","STAP2"
"221611_s_at","PHF7","PHF7"
"221612_at","LRTM1","LRTM1"
"221613_s_at","ZFAND6","ZFAND6"
"221614_s_at","RPH3AL","RPH3AL"
"221615_at","BMP8B","BMP8B"
"221616_s_at","TAF9B","TAF9B"
"221617_at","TAF9B","TAF9B"
"221618_s_at","TAF9B","TAF9B"
"221619_s_at","MTCH1","MTCH1"
"221620_s_at","APOO","APOO"
"221621_at","MIR6516///SCARNA16///SNHG20","MIR6516"
"221622_s_at","TMEM126B","TMEM126B"
"221623_at","BCAN","BCAN"
"221624_at","TCL6","TCL6"
"221625_at","ZNF506","ZNF506"
"221626_at","ZNF506","ZNF506"
"221627_at","TRIM10","TRIM10"
"221628_s_at","GLYR1","GLYR1"
"221629_x_at","HGH1","HGH1"
"221630_s_at","DDX4","DDX4"
"221631_at","CACNA1I","CACNA1I"
"221632_s_at","WDR4","WDR4"
"221633_at","NCAPH2","NCAPH2"
"221634_at","RPL23AP7///CENPBD1P1","RPL23AP7"
"221636_s_at","MARC2","MARC2"
"221637_s_at","C11orf98///LBHD1","C11ORF98"
"221638_s_at","STX16","STX16"
"221639_x_at","LOC102723559","LOC102723559"
"221640_s_at","PIDD1","PIDD1"
"221641_s_at","ACOT9","ACOT9"
"221643_s_at","RERE","RERE"
"221644_s_at","SLC45A2","SLC45A2"
"221645_s_at","ZNF83","ZNF83"
"221646_s_at","ZDHHC11B///ZDHHC11","ZDHHC11B"
"221647_s_at","MIR6743///RIC8A","MIR6743"
"221648_s_at","AGMAT","AGMAT"
"221649_s_at","PPAN-P2RY11///PPAN","PPAN-P2RY11"
"221650_s_at","LOC100996782///MED18","LOC100996782"
"221651_x_at","IGK///IGKC","IGK"
"221652_s_at","ASUN","ASUN"
"221653_x_at","APOL2","APOL2"
"221654_s_at","USP3","USP3"
"221655_x_at","EPS8L1","EPS8L1"
"221656_s_at","ARHGEF10L","ARHGEF10L"
"221657_s_at","ASB6","ASB6"
"221658_s_at","IL21R","IL21R"
"221659_s_at","MYL10","MYL10"
"221660_at","MYL10","MYL10"
"221661_at","SLC22A7","SLC22A7"
"221662_s_at","SLC22A7","SLC22A7"
"221663_x_at","HRH3","HRH3"
"221664_s_at","F11R","F11R"
"221665_s_at","EPS8L1","EPS8L1"
"221666_s_at","PYCARD","PYCARD"
"221667_s_at","HSPB8","HSPB8"
"221668_s_at","DNAI2","DNAI2"
"221669_s_at","ACAD8","ACAD8"
"221670_s_at","LHX3","LHX3"
"221671_x_at","IGK///IGKC","IGK"
"221672_s_at","TRAPPC9","TRAPPC9"
"221673_s_at","CSNK1G1","CSNK1G1"
"221674_s_at","CHRD","CHRD"
"221675_s_at","CHPT1","CHPT1"
"221676_s_at","CORO1C","CORO1C"
"221677_s_at","DONSON","DONSON"
"221678_at","ABHD6","ABHD6"
"221679_s_at","ABHD6","ABHD6"
"221680_s_at","ETV7","ETV7"
"221681_s_at","DSPP","DSPP"
"221682_s_at","PCDHGB6","PCDHGB6"
"221683_s_at","CEP290","CEP290"
"221684_s_at","NYX","NYX"
"221685_s_at","SPDL1","SPDL1"
"221686_s_at","RECQL5","RECQL5"
"221687_s_at","MVB12B","MVB12B"
"221688_s_at","IMP3","IMP3"
"221689_s_at","PIGP","PIGP"
"221690_s_at","NLRP2","NLRP2"
"221691_x_at","NPM1","NPM1"
"221692_s_at","MRPL34","MRPL34"
"221693_s_at","MRPS18A","MRPS18A"
"221695_s_at","MAP3K2","MAP3K2"
"221696_s_at","STYK1","STYK1"
"221697_at","MAP1LC3C","MAP1LC3C"
"221698_s_at","CLEC7A","CLEC7A"
"221699_s_at","DDX50","DDX50"
"221700_s_at","UBA52","UBA52"
"221701_s_at","STRA6","STRA6"
"221702_s_at","TM2D3","TM2D3"
"221703_at","BRIP1","BRIP1"
"221704_s_at","VPS37B","VPS37B"
"221705_s_at","SIKE1","SIKE1"
"221706_s_at","USE1","USE1"
"221707_s_at","VPS53","VPS53"
"221708_s_at","UNC45A","UNC45A"
"221709_s_at","ZNF839","ZNF839"
"221710_x_at","EVA1B","EVA1B"
"221711_s_at","BABAM1","BABAM1"
"221712_s_at","WDR74","WDR74"
"221713_s_at","MAP6D1","MAP6D1"
"221714_s_at","RRN3P1","RRN3P1"
"221716_s_at","ACSBG2","ACSBG2"
"221718_s_at","AKAP13","AKAP13"
"221719_s_at","LZTS1","LZTS1"
"221721_s_at","LZTS1","LZTS1"
"221722_x_at","LZTS1","LZTS1"
"221723_s_at","SLC4A5","SLC4A5"
"221724_s_at","CLEC4A","CLEC4A"
"221725_at","WASF2","WASF2"
"221726_at","RPL22","RPL22"
"221727_at","SUB1","SUB1"
"221728_x_at","XIST","XIST"
"221729_at","COL5A2","COL5A2"
"221730_at","COL5A2","COL5A2"
"221731_x_at","VCAN","VCAN"
"221732_at","CANT1","CANT1"
"221733_s_at","GPATCH4","GPATCH4"
"221734_at","PRRC1","PRRC1"
"221735_at","WDR48","WDR48"
"221736_at","RALGAPB","RALGAPB"
"221737_at","GNA12","GNA12"
"221738_at","RALGAPB","RALGAPB"
"221739_at","MYDGF","MYDGF"
"221740_x_at","LRRC37A2","LRRC37A2"
"221741_s_at","YTHDF1","YTHDF1"
"221742_at","CELF1","CELF1"
"221743_at","CELF1","CELF1"
"221744_at","DCAF7","DCAF7"
"221745_at","DCAF7","DCAF7"
"221746_at","UBL4A","UBL4A"
"221747_at","TNS1","TNS1"
"221748_s_at","TNS1","TNS1"
"221749_at","YTHDF3","YTHDF3"
"221750_at","HMGCS1","HMGCS1"
"221751_at","PANK3","PANK3"
"221752_at","SSH1","SSH1"
"221753_at","SSH1","SSH1"
"221754_s_at","CORO1B","CORO1B"
"221755_at","EHBP1L1","EHBP1L1"
"221756_at","PIK3IP1","PIK3IP1"
"221757_at","PIK3IP1","PIK3IP1"
"221758_at","ARMC6","ARMC6"
"221759_at","G6PC3","G6PC3"
"221760_at","MAN1A1","MAN1A1"
"221761_at","ADSS","ADSS"
"221762_s_at","PCIF1","PCIF1"
"221763_at","JMJD1C","JMJD1C"
"221764_at","R3HDM4","R3HDM4"
"221765_at","UGCG","UGCG"
"221766_s_at","FAM46A","FAM46A"
"221767_x_at","HDLBP","HDLBP"
"221768_at","SFPQ","SFPQ"
"221769_at","SPSB3","SPSB3"
"221770_at","RPE","RPE"
"221771_s_at","MPHOSPH8","MPHOSPH8"
"221772_s_at","PPP2R2D","PPP2R2D"
"221773_at","ELK3","ELK3"
"221774_x_at","SUPT20H","SUPT20H"
"221775_x_at","RPL22","RPL22"
"221776_s_at","BRD7","BRD7"
"221777_at","RITA1","RITA1"
"221778_at","KDM7A","KDM7A"
"221779_at","MICALL1","MICALL1"
"221780_s_at","DDX27","DDX27"
"221781_s_at","DNAJC10","DNAJC10"
"221782_at","DNAJC10","DNAJC10"
"221783_at","WIZ","WIZ"
"221784_at","WIZ","WIZ"
"221785_at","WIZ","WIZ"
"221786_at","C6orf120","C6ORF120"
"221787_at","C6orf120","C6ORF120"
"221788_at","PGM3","PGM3"
"221789_x_at","RHOT2","RHOT2"
"221790_s_at","LDLRAP1","LDLRAP1"
"221791_s_at","TMA7","TMA7"
"221792_at","RAB6B","RAB6B"
"221793_at","DOCK6","DOCK6"
"221794_at","DOCK6","DOCK6"
"221795_at","NTRK2","NTRK2"
"221796_at","NTRK2","NTRK2"
"221797_at","OXLD1","OXLD1"
"221799_at","CHPF2","CHPF2"
"221800_s_at","FAAP100","FAAP100"
"221801_x_at","NEFL","NEFL"
"221802_s_at","SHTN1","SHTN1"
"221803_s_at","NRBF2","NRBF2"
"221804_s_at","FAM45A///FAM45BP","FAM45A"
"221805_at","NEFL","NEFL"
"221806_s_at","SETD5","SETD5"
"221807_s_at","TRABD","TRABD"
"221808_at","RAB9A","RAB9A"
"221809_at","RANBP10","RANBP10"
"221810_at","RAB15","RAB15"
"221811_at","PGAP3","PGAP3"
"221812_at","FBXO42","FBXO42"
"221813_at","FBXO42","FBXO42"
"221814_at","ADGRA2","ADGRA2"
"221815_at","ABHD2","ABHD2"
"221816_s_at","PHF11","PHF11"
"221817_at","DOLPP1","DOLPP1"
"221818_at","INTS5","INTS5"
"221819_at","RAB35","RAB35"
"221820_s_at","KAT8","KAT8"
"221821_s_at","KANSL2","KANSL2"
"221822_at","SGF29","SGF29"
"221823_at","C5orf30","C5ORF30"
"221824_s_at","MARCH8","MARCH8"
"221825_at","ANGEL2","ANGEL2"
"221826_at","ANGEL2","ANGEL2"
"221827_at","RBCK1","RBCK1"
"221828_s_at","MVB12B","MVB12B"
"221829_s_at","TNPO1","TNPO1"
"221830_at","RAP2A","RAP2A"
"221831_at","LUZP1","LUZP1"
"221832_s_at","LUZP1","LUZP1"
"221833_at","LOC100507577///LONP2///SIAH1","LOC100507577"
"221834_at","LOC100507577///LONP2","LOC100507577"
"221835_at","DTX3","DTX3"
"221836_s_at","TRAPPC9","TRAPPC9"
"221837_at","KLHL22","KLHL22"
"221838_at","KLHL22","KLHL22"
"221839_s_at","UBAP2","UBAP2"
"221840_at","PTPRE","PTPRE"
"221841_s_at","KLF4","KLF4"
"221842_s_at","LOC100506639///ZNF131","LOC100506639"
"221843_s_at","TLDC1","TLDC1"
"221844_x_at","SPCS3","SPCS3"
"221845_s_at","CLPB","CLPB"
"221846_s_at","CASKIN2","CASKIN2"
"221847_at","SMIM10L1","SMIM10L1"
"221848_at","ZGPAT","ZGPAT"
"221849_s_at","DCAF15","DCAF15"
"221850_x_at","LOC101060581///AGAP7P///AGAP12P///AGAP6///AGAP11///AGAP4","LOC101060581"
"221851_at","DCAF15","DCAF15"
"221853_s_at","LOC101060373///NOMO3///NOMO2///NOMO1","LOC101060373"
"221854_at","PKP1","PKP1"
"221855_at","SDHAF1","SDHAF1"
"221856_s_at","FAM63A","FAM63A"
"221857_s_at","TJAP1","TJAP1"
"221858_at","TBC1D12","TBC1D12"
"221859_at","SYT13","SYT13"
"221861_at","ARRB1","ARRB1"
"221862_at","MIER2","MIER2"
"221863_at","MIER2","MIER2"
"221864_at","ORAI3","ORAI3"
"221865_at","TMEM268","TMEM268"
"221866_at","TFEB","TFEB"
"221867_at","N4BP1","N4BP1"
"221868_at","PAIP2B","PAIP2B"
"221869_at","ZNF512B","ZNF512B"
"221870_at","EHD2","EHD2"
"221871_s_at","TFG","TFG"
"221872_at","RARRES1","RARRES1"
"221873_at","ZNF143","ZNF143"
"221874_at","KIAA1324","KIAA1324"
"221875_x_at","HLA-F","HLA-F"
"221876_at","ZNF783","ZNF783"
"221877_at","IRGQ","IRGQ"
"221878_at","C2orf68","C2ORF68"
"221879_at","CALML4","CALML4"
"221880_s_at","FAM174B","FAM174B"
"221881_s_at","CLIC4","CLIC4"
"221882_s_at","TMEM8A","TMEM8A"
"221883_at","PKNOX1","PKNOX1"
"221884_at","MECOM","MECOM"
"221885_at","DENND2A","DENND2A"
"221886_at","DENND2A","DENND2A"
"221887_s_at","WHRN","WHRN"
"221888_at","CC2D1A","CC2D1A"
"221889_at","KCTD13","KCTD13"
"221890_at","ZNF335","ZNF335"
"221891_x_at","SNORD14D///SNORD14C///HSPA8","SNORD14D"
"221892_at","H6PD","H6PD"
"221893_s_at","ADCK2","ADCK2"
"221894_at","ADCK2","ADCK2"
"221895_at","MOSPD2","MOSPD2"
"221896_s_at","HIGD1A","HIGD1A"
"221897_at","TRIM52","TRIM52"
"221898_at","PDPN","PDPN"
"221899_at","N4BP2L2","N4BP2L2"
"221900_at","COL8A2","COL8A2"
"221901_at","KIAA1644","KIAA1644"
"221902_at","GPR153","GPR153"
"221903_s_at","CYLD","CYLD"
"221904_at","FAM131A","FAM131A"
"221905_at","CYLD","CYLD"
"221906_at","TXNRD3NB///TXNRD3","TXNRD3NB"
"221907_at","TRMT61A","TRMT61A"
"221908_at","RNFT2","RNFT2"
"221909_at","RNFT2","RNFT2"
"221910_at","ETV1","ETV1"
"221911_at","ETV1","ETV1"
"221912_s_at","CCDC28B","CCDC28B"
"221913_at","SIRT3","SIRT3"
"221914_at","SYN1","SYN1"
"221915_s_at","RANBP1","RANBP1"
"221916_at","NEFL","NEFL"
"221917_s_at","GRSF1","GRSF1"
"221918_at","CDK17","CDK17"
"221919_at","HNRNPA1","HNRNPA1"
"221920_s_at","SLC25A37","SLC25A37"
"221921_s_at","CADM3","CADM3"
"221922_at","GPSM2","GPSM2"
"221923_s_at","NPM1","NPM1"
"221924_at","ZMIZ2","ZMIZ2"
"221925_s_at","CSPP1","CSPP1"
"221926_s_at","IL17RC","IL17RC"
"221927_s_at","ABHD11","ABHD11"
"221928_at","ACACB","ACACB"
"221930_at","PHF7","PHF7"
"221931_s_at","SEH1L","SEH1L"
"221932_s_at","GLRX5","GLRX5"
"221933_at","NLGN4X","NLGN4X"
"221934_s_at","DALRD3","DALRD3"
"221935_s_at","EOGT","EOGT"
"221936_x_at","MRPL41","MRPL41"
"221937_at","SYNRG","SYNRG"
"221938_x_at","MED16","MED16"
"221939_at","YIPF2","YIPF2"
"221940_at","RPUSD2","RPUSD2"
"221941_at","PAOX","PAOX"
"221942_s_at","GUCY1A3","GUCY1A3"
"221943_x_at","RPL38","RPL38"
"221944_at","FLJ42627","FLJ42627"
"221945_at","LOC101927826///FBXO41","LOC101927826"
"221946_at","C9orf116","C9ORF116"
"221947_at","IL17RC","IL17RC"
"221948_s_at","KLHL22","KLHL22"
"221949_at","UBE2D4","UBE2D4"
"221950_at","EMX2","EMX2"
"221951_at","TMEM80","TMEM80"
"221952_x_at","TRMT5","TRMT5"
"221953_s_at","MMP24-AS1","MMP24-AS1"
"221954_at","OSER1","OSER1"
"221956_at","LRCH4","LRCH4"
"221957_at","PDK3","PDK3"
"221958_s_at","WLS","WLS"
"221959_at","FAM110B","FAM110B"
"221960_s_at","RAB2A","RAB2A"
"221961_at","CLCN7","CLCN7"
"221962_s_at","UBE2H","UBE2H"
"221963_x_at","ZNF587B","ZNF587B"
"221964_at","TULP3","TULP3"
"221966_at","GPR137","GPR137"
"221967_at","NXPH4","NXPH4"
"221968_s_at","ZNF771","ZNF771"
"221969_at","PAX5","PAX5"
"221970_s_at","NOL11","NOL11"
"221971_x_at","LOC101060581///AGAP5///AGAP9///AGAP12P///BMS1P5///AGAP11///AGAP4","LOC101060581"
"221972_s_at","SDF4","SDF4"
"221973_at","LOC100506123///LOC100506076","LOC100506123"
"221974_at","LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW","LOC101930404"
"221975_s_at","C21orf2","C21ORF2"
"221976_s_at","HDGFRP3","HDGFRP3"
"221977_at","TBX2","TBX2"
"221978_at","HLA-F","HLA-F"
"221979_at","TOPORS-AS1","TOPORS-AS1"
"221980_at","EMILIN2","EMILIN2"
"221981_s_at","WDR59","WDR59"
"221982_x_at","LAGE3","LAGE3"
"221983_at","FAM134A","FAM134A"
"221984_s_at","FAM134A","FAM134A"
"221985_at","KLHL24","KLHL24"
"221986_s_at","KLHL24","KLHL24"
"221987_s_at","TSR1","TSR1"
"221988_at","SMIM7","SMIM7"
"221989_at","SNORA70///RPL10","SNORA70"
"221990_at","PAX8","PAX8"
"221991_at","NXPH3","NXPH3"
"221992_at","NPIPB15","NPIPB15"
"221993_s_at","TSR3","TSR3"
"221994_at","PDLIM5","PDLIM5"
"221995_s_at","MRPL57","MRPL57"
"221996_s_at","CLTB","CLTB"
"221997_s_at","MRPL52","MRPL52"
"221998_s_at","VRK3","VRK3"
"221999_at","VRK3","VRK3"
"222000_at","C1orf174","C1ORF174"
"222001_x_at","LINC00623///LINC00869","LINC00623"
"222002_at","C7orf26","C7ORF26"
"222003_s_at","DOCK6","DOCK6"
"222004_s_at","DOCK6","DOCK6"
"222005_s_at","GNG3","GNG3"
"222006_at","LETM1","LETM1"
"222007_s_at","FKBP8","FKBP8"
"222008_at","COL9A1","COL9A1"
"222009_at","CEMP1","CEMP1"
"222010_at","SNORA29///TCP1","SNORA29"
"222011_s_at","SNORA29///TCP1","SNORA29"
"222012_at","DCAF15","DCAF15"
"222013_x_at","EEF2KMT","EEF2KMT"
"222014_x_at","MTO1","MTO1"
"222015_at","CSNK1E","CSNK1E"
"222016_s_at","ZSCAN31","ZSCAN31"
"222017_x_at","LRCH4","LRCH4"
"222018_at","NACA","NACA"
"222019_at","MIR6834///PFDN6","MIR6834"
"222020_s_at","LOC102725271///NTM","LOC102725271"
"222021_x_at","SDHAP2///SDHAP1","SDHAP2"
"222022_at","DTX3","DTX3"
"222023_at","AKAP13","AKAP13"
"222024_s_at","AKAP13","AKAP13"
"222025_s_at","OPLAH","OPLAH"
"222026_at","RBM3","RBM3"
"222027_at","NUCKS1","NUCKS1"
"222028_at","ZNF45","ZNF45"
"222029_x_at","MIR6834///PFDN6","MIR6834"
"222030_at","SIVA1","SIVA1"
"222031_at","LOC389906","LOC389906"
"222032_s_at","USP7","USP7"
"222033_s_at","FLT1","FLT1"
"222034_at","SNORD96A///SNORD95///RACK1","SNORD96A"
"222035_s_at","PAPOLA","PAPOLA"
"222036_s_at","MCM4","MCM4"
"222037_at","MCM4","MCM4"
"222038_s_at","UTP18","UTP18"
"222039_at","KIF18B","KIF18B"
"222040_at","HNRNPA1","HNRNPA1"
"222041_at","OVCA2///DPH1","OVCA2"
"222042_x_at","MEX3D","MEX3D"
"222043_at","CLU","CLU"
"222044_at","LOC643549///PCIF1","LOC643549"
"222045_s_at","PCIF1","PCIF1"
"222046_at","SRRT","SRRT"
"222047_s_at","SRRT","SRRT"
"222048_at","CRYBB2P1","CRYBB2P1"
"222049_s_at","RBP4","RBP4"
"222051_s_at","E2F5","E2F5"
"222052_at","C19orf54","C19ORF54"
"222053_at","TAF6L","TAF6L"
"222054_at","PPIEL","PPIEL"
"222055_at","FAHD2CP///FAHD2B///FAHD2A","FAHD2CP"
"222056_s_at","FAHD2A","FAHD2A"
"222057_at","NOL12","NOL12"
"222058_at","RNF130","RNF130"
"222059_at","ZNF335","ZNF335"
"222060_at","KRT8P12","KRT8P12"
"222061_at","CD58","CD58"
"222062_at","IL27RA","IL27RA"
"222063_s_at","CDS1","CDS1"
"222064_s_at","PTGES3L-AARSD1///PTGES3L///AARSD1","PTGES3L-AARSD1"
"222065_s_at","FLII","FLII"
"222066_at","EPB41L1","EPB41L1"
"222067_x_at","HIST1H2BD","HIST1H2BD"
"222068_s_at","DNAAF1","DNAAF1"
"222069_s_at","RIN3","RIN3"
"222070_at","DND1","DND1"
"222071_s_at","SLCO4C1","SLCO4C1"
"222072_at","ADD3-AS1","ADD3-AS1"
"222073_at","COL4A3","COL4A3"
"222074_at","UROD","UROD"
"222075_s_at","OAZ3","OAZ3"
"222076_at","HBEGF","HBEGF"
"222077_s_at","RACGAP1","RACGAP1"
"222078_at","PKLR","PKLR"
"222079_at","ERG","ERG"
"222080_s_at","SIRT5","SIRT5"
"222081_at","SIRT5","SIRT5"
"222082_at","ZBTB7A","ZBTB7A"
"222083_at","GLYAT","GLYAT"
"222084_s_at","SBF1","SBF1"
"222085_at","FAM174B","FAM174B"
"222086_s_at","WNT6","WNT6"
"222087_at","MIR1204///PVT1","MIR1204"
"222088_s_at","SLC2A14///SLC2A3","SLC2A14"
"222089_s_at","C16orf71","C16ORF71"
"222090_at","NDUFB2-AS1","NDUFB2-AS1"
"222091_at","HPCAL4","HPCAL4"
"222092_at","PTPN21","PTPN21"
"222093_s_at","INO80B","INO80B"
"222094_at","SLX1A-SULT1A3///SLX1A///SULT1A4///SLX1B///SULT1A3","SLX1A-SULT1A3"
"222095_s_at","FAM163A","FAM163A"
"222099_s_at","LSM14A","LSM14A"
"222100_at","CYP2E1","CYP2E1"
"222101_s_at","DCHS1","DCHS1"
"222102_at","GSTA3","GSTA3"
"222103_at","ATF1","ATF1"
"222104_x_at","GTF2H3","GTF2H3"
"222105_s_at","NKIRAS2","NKIRAS2"
"222106_at","PRND","PRND"
"222107_x_at","LZTS1","LZTS1"
"222108_at","AMIGO2","AMIGO2"
"222109_at","GNL3L","GNL3L"
"222110_at","SENP5","SENP5"
"222111_at","FAM63B","FAM63B"
"222112_at","EPS15L1","EPS15L1"
"222113_s_at","EPS15L1","EPS15L1"
"222114_x_at","WDR55","WDR55"
"222115_x_at","GLYR1","GLYR1"
"222116_s_at","TBC1D16","TBC1D16"
"222117_s_at","ADCK2","ADCK2"
"222118_at","CENPN","CENPN"
"222119_s_at","FBXO11","FBXO11"
"222120_at","ZNF764","ZNF764"
"222121_at","ARHGEF26","ARHGEF26"
"222122_s_at","THOC2","THOC2"
"222123_s_at","HIF3A","HIF3A"
"222124_at","HIF3A","HIF3A"
"222125_s_at","P4HTM","P4HTM"
"222126_at","AGFG2","AGFG2"
"222127_s_at","EXOC1","EXOC1"
"222128_at","NSUN6","NSUN6"
"222129_at","FAM134A","FAM134A"
"222130_s_at","MRM2","MRM2"
"222131_x_at","RHOT2","RHOT2"
"222132_s_at","AGK","AGK"
"222133_s_at","PHF20L1","PHF20L1"
"222134_at","DDO","DDO"
"222135_at","ZNF814","ZNF814"
"222136_x_at","ZNF729///ZNF43","ZNF729"
"222137_at","CC2D1A","CC2D1A"
"222138_s_at","WDR13","WDR13"
"222139_at","ERV3-2","ERV3-2"
"222140_s_at","GPR89A///GPR89B","GPR89A"
"222141_at","KLHL22","KLHL22"
"222142_at","CYLD","CYLD"
"222143_s_at","MTMR14","MTMR14"
"222144_at","KIF17","KIF17"
"222146_s_at","TCF4","TCF4"
"222147_s_at","ACTR5","ACTR5"
"222148_s_at","RHOT1","RHOT1"
"222149_x_at","GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8EP///GOLGA8G","GOLGA8DP"
"222150_s_at","GSAP","GSAP"
"222151_s_at","CEP63","CEP63"
"222152_at","PDCD6","PDCD6"
"222153_at","MYEF2","MYEF2"
"222154_s_at","SPATS2L","SPATS2L"
"222155_s_at","SLC52A2","SLC52A2"
"222156_x_at","DYX1C1-CCPG1///CCPG1","DYX1C1-CCPG1"
"222157_s_at","WDR48","WDR48"
"222158_s_at","DESI2","DESI2"
"222160_at","AKAP8L","AKAP8L"
"222161_at","NAALAD2","NAALAD2"
"222162_s_at","ADAMTS1","ADAMTS1"
"222163_s_at","SPATA5L1","SPATA5L1"
"222164_at","FGFR1","FGFR1"
"222165_x_at","C9orf16","C9ORF16"
"222166_at","C9orf16","C9ORF16"
"222169_x_at","SH2D3A","SH2D3A"
"222170_at","ZNF213-AS1","ZNF213-AS1"
"222171_s_at","PKNOX2","PKNOX2"
"222172_at","NPAS3","NPAS3"
"222173_s_at","TBC1D2","TBC1D2"
"222175_s_at","MED15","MED15"
"222177_s_at","SCAND2P","SCAND2P"
"222179_at","CDC5L","CDC5L"
"222181_at","CNOT2","CNOT2"
"222182_s_at","CNOT2","CNOT2"
"222183_x_at","MBD3","MBD3"
"222184_at","LINC00965","LINC00965"
"222185_at","PKNOX2","PKNOX2"
"222187_x_at","G3BP1","G3BP1"
"222188_at","TRMO","TRMO"
"222189_at","AMBRA1","AMBRA1"
"222190_s_at","C16orf58","C16ORF58"
"222191_s_at","B4GALT7","B4GALT7"
"222192_s_at","LDAH","LDAH"
"222193_at","LDAH","LDAH"
"222194_at","FAM66D","FAM66D"
"222195_s_at","TRMO","TRMO"
"222196_at","LOC389906","LOC389906"
"222199_s_at","BIN3","BIN3"
"222200_s_at","BSDC1","BSDC1"
"222201_s_at","CASP8AP2","CASP8AP2"
"222203_s_at","NT5C1B-RDH14///RDH14","NT5C1B-RDH14"
"222204_s_at","RRN3","RRN3"
"222205_x_at","FAM27B///FAM27C///FAM182B","FAM27B"
"222206_s_at","NCLN","NCLN"
"222208_s_at","POLR2J4","POLR2J4"
"222209_s_at","TMEM135","TMEM135"
"222210_at","MIR6785///TMEM94","MIR6785"
"222211_x_at","SCAND2P","SCAND2P"
"222212_s_at","CERS2","CERS2"
"222215_at","SLC38A7","SLC38A7"
"222216_s_at","MRPL17","MRPL17"
"222217_s_at","SLC27A3","SLC27A3"
"222218_s_at","PILRA","PILRA"
"222219_s_at","TLE6","TLE6"
"222220_s_at","TSNAXIP1","TSNAXIP1"
"222221_x_at","EHD1","EHD1"
"222222_s_at","HOMER3","HOMER3"
"222223_s_at","IL36RN","IL36RN"
"222224_at","NACA2","NACA2"
"222225_at","RPL23AP53","RPL23AP53"
"222226_at","SAA3P","SAA3P"
"222228_s_at","ALKBH4","ALKBH4"
"222230_s_at","ACTR10","ACTR10"
"222231_s_at","LRRC59","LRRC59"
"222233_s_at","DCLRE1C","DCLRE1C"
"222234_s_at","DBNDD1","DBNDD1"
"222235_s_at","CSGALNACT2","CSGALNACT2"
"222236_s_at","ASAP3","ASAP3"
"222237_s_at","ZNF112","ZNF112"
"222238_s_at","POLM","POLM"
"222239_s_at","INTS6","INTS6"
"222240_s_at","ISYNA1","ISYNA1"
