"probe_id","symbol_raw","SYMBOL"
"1569604_at","LINC01134","LINC01134"
"1569607_s_at","LOC102725051///LOC102723891///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A11P///ANKRD20A9P///ANKRD20A1","LOC102725051"
"1569608_x_at","LOC105379426","LOC105379426"
"1569610_at","IQCH","IQCH"
"1569611_a_at","IQCH","IQCH"
"1569614_s_at","LCN8","LCN8"
"1569616_at","GMNC","GMNC"
"1569617_at","OSBP2","OSBP2"
"1569620_s_at","LOC100128079","LOC100128079"
"1569629_x_at","LOC389906","LOC389906"
"1569630_a_at","RUFY2","RUFY2"
"1569631_at","NMNAT1","NMNAT1"
"1569634_at","SEPSECS","SEPSECS"
"1569637_at","ZNF736","ZNF736"
"1569638_at","SOX5","SOX5"
"1569640_s_at","EEPD1","EEPD1"
"1569642_at","F2R","F2R"
"1569646_a_at","KIRREL3-AS2","KIRREL3-AS2"
"1569647_at","LOC643623","LOC643623"
"1569648_at","DACT2","DACT2"
"1569652_at","MLLT3","MLLT3"
"1569659_at","LOC100506895","LOC100506895"
"1569660_at","PP13439","PP13439"
"1569661_at","NPAS3","NPAS3"
"1569669_at","FOXR2","FOXR2"
"1569670_at","PP12613","PP12613"
"1569674_at","LINC00630","LINC00630"
"1569675_at","POU2AF1","POU2AF1"
"1569676_at","TOR1AIP2","TOR1AIP2"
"1569677_a_at","MCMDC2","MCMDC2"
"1569679_at","CDH22","CDH22"
"1569681_at","LOC101929378","LOC101929378"
"1569683_at","XYLB","XYLB"
"1569685_at","COX10","COX10"
"1569688_at","FMO5","FMO5"
"1569689_s_at","GABRB3","GABRB3"
"1569690_at","CCDC36","CCDC36"
"1569693_at","BTBD8","BTBD8"
"1569696_at","CSMD2-AS1","CSMD2-AS1"
"1569698_s_at","KIZ-AS1","KIZ-AS1"
"1569699_at","AK7","AK7"
"1569700_s_at","AK7","AK7"
"1569701_at","PER3","PER3"
"1569706_at","MYSM1","MYSM1"
"1569709_at","SZT2","SZT2"
"1569712_at","LOC101928052","LOC101928052"
"1569713_at","SEC24B-AS1","SEC24B-AS1"
"1569714_at","RBSN","RBSN"
"1569719_at","BCL2L14","BCL2L14"
"1569722_s_at","PROSER2-AS1","PROSER2-AS1"
"1569723_a_at","SPIRE2","SPIRE2"
"1569727_at","LOC101927701","LOC101927701"
"1569728_at","LINC00423","LINC00423"
"1569729_a_at","ASZ1","ASZ1"
"1569730_at","MROH2B","MROH2B"
"1569732_at","LOC101927339","LOC101927339"
"1569736_at","EYA1","EYA1"
"1569737_a_at","CASKIN1","CASKIN1"
"1569738_at","LOC101929631","LOC101929631"
"1569739_at","LOC221946","LOC221946"
"1569740_at","LOC105374928","LOC105374928"
"1569741_at","LINC01477","LINC01477"
"1569745_at","OSER1-AS1","OSER1-AS1"
"1569746_s_at","OSER1-AS1","OSER1-AS1"
"1569751_at","LOC101930296///TBC1D26///ZNF286A","LOC101930296"
"1569753_at","LOC101928940","LOC101928940"
"1569755_at","LINC00276","LINC00276"
"1569756_at","LOC101927292","LOC101927292"
"1569758_at","LOC101928526","LOC101928526"
"1569760_at","LRRC37A7P","LRRC37A7P"
"1569761_x_at","LRRC37A7P","LRRC37A7P"
"1569763_at","KCNMA1-AS1","KCNMA1-AS1"
"1569765_at","LOC105376292","LOC105376292"
"1569767_at","LOC101927131","LOC101927131"
"1569772_x_at","LYPD4","LYPD4"
"1569773_at","ATP8A1","ATP8A1"
"1569775_at","RNF157","RNF157"
"1569777_a_at","ZPLD1","ZPLD1"
"1569779_at","LINC01149","LINC01149"
"1569780_at","LOC101928700","LOC101928700"
"1569781_at","LOC285423","LOC285423"
"1569782_at","LOC101929116","LOC101929116"
"1569783_at","LRRD1","LRRD1"
"1569784_at","LOC101930449///LOC101930028","LOC101930449"
"1569785_at","LOC101927943","LOC101927943"
"1569786_at","LOC101929694","LOC101929694"
"1569787_at","RFTN1","RFTN1"
"1569788_at","ST8SIA1","ST8SIA1"
"1569790_at","LOC100288590","LOC100288590"
"1569791_at","STK4","STK4"
"1569792_a_at","ETFBKMT","ETFBKMT"
"1569793_at","LOC101929372","LOC101929372"
"1569796_s_at","ATRNL1","ATRNL1"
"1569802_at","LOC101928284","LOC101928284"
"1569805_at","LOC101927274","LOC101927274"
"1569807_at","LOC101928778","LOC101928778"
"1569811_at","LOC729307","LOC729307"
"1569813_at","STRN","STRN"
"1569815_x_at","STRN","STRN"
"1569816_at","LOC101928748","LOC101928748"
"1569817_at","LINC01505","LINC01505"
"1569819_at","LOC101928818///PWRN1","LOC101928818"
"1569823_at","LOC440346","LOC440346"
"1569827_at","ATG7","ATG7"
"1569828_at","LOC101928107","LOC101928107"
"1569830_at","PTPRC","PTPRC"
"1569832_at","LOC100131655","LOC100131655"
"1569833_at","LINC01585","LINC01585"
"1569835_at","LOC339352","LOC339352"
"1569838_at","LOC101928597","LOC101928597"
"1569839_s_at","LOC101929953///LRRC37A5P","LOC101929953"
"1569840_at","LOC101927798","LOC101927798"
"1569841_x_at","LOC101927798","LOC101927798"
"1569842_at","LOC728114","LOC728114"
"1569843_at","DYNC1I1","DYNC1I1"
"1569847_at","LOC101930349///LOC101930344///CGNL1","LOC101930349"
"1569849_at","LOC102723831","LOC102723831"
"1569850_at","ADGRL2","ADGRL2"
"1569852_at","LSMEM1","LSMEM1"
"1569855_at","LOC101928306","LOC101928306"
"1569856_at","TPP2","TPP2"
"1569857_s_at","TPP2","TPP2"
"1569858_at","LOC101927358","LOC101927358"
"1569859_at","SUCLA2-AS1","SUCLA2-AS1"
"1569861_at","TRAF5","TRAF5"
"1569864_at","SERAC1","SERAC1"
"1569867_at","EME2","EME2"
"1569868_s_at","EME2","EME2"
"1569871_at","LMF1","LMF1"
"1569872_a_at","LMF1","LMF1"
"1569873_at","LIPJ","LIPJ"
"1569874_s_at","LIPJ","LIPJ"
"1569876_at","EFCAB13","EFCAB13"
"1569878_at","CCNYL2","CCNYL2"
"1569879_a_at","MEGF11","MEGF11"
"1569881_at","DRP2","DRP2"
"1569882_at","NPHP3-AS1","NPHP3-AS1"
"1569885_at","LINC00882","LINC00882"
"1569886_a_at","GLB1L3","GLB1L3"
"1569887_a_at","FAM183CP","FAM183CP"
"1569891_at","ATP5A1","ATP5A1"
"1569894_at","PPP2R3C","PPP2R3C"
"1569895_at","LINC01134","LINC01134"
"1569898_a_at","PAXIP1-AS2","PAXIP1-AS2"
"1569900_at","LOC101927533///LOC440867","LOC101927533"
"1569905_at","HSD11B1L","HSD11B1L"
"1569906_s_at","PHF20","PHF20"
"1569909_at","KRT79","KRT79"
"1569911_at","LINC00824","LINC00824"
"1569912_at","LOC101928255","LOC101928255"
"1569916_at","SLC6A15","SLC6A15"
"1569923_s_at","LINC00491","LINC00491"
"1569925_at","DNAH17-AS1","DNAH17-AS1"
"1569926_s_at","SLC34A3","SLC34A3"
"1569932_at","NHSL2","NHSL2"
"1569934_at","PREX2","PREX2"
"1569935_at","ZNF664","ZNF664"
"1569936_a_at","ZNF664","ZNF664"
"1569938_at","SIRT5","SIRT5"
"1569940_at","SLC6A16","SLC6A16"
"1569949_at","GRK5","GRK5"
"1569952_x_at","SDCBPP2","SDCBPP2"
"1569954_at","LOC101928834","LOC101928834"
"1569955_at","LOC101928893","LOC101928893"
"1569956_at","MYLK","MYLK"
"1569958_at","DEPDC1-AS1","DEPDC1-AS1"
"1569960_at","BRD7P3","BRD7P3"
"1569961_at","LOC101928844","LOC101928844"
"1569963_at","LOC101928525","LOC101928525"
"1569969_a_at","UNC13C","UNC13C"
"1569971_at","LOC100288721","LOC100288721"
"1569973_at","SEPT7P2","SEPT7P2"
"1569974_x_at","SEPT7P2","SEPT7P2"
"1569978_x_at","LOC101928902","LOC101928902"
"1569979_at","HKR1","HKR1"
"1569980_x_at","HKR1","HKR1"
"1569983_at","LINC00566","LINC00566"
"1569986_x_at","TNNT3","TNNT3"
"1569987_at","DLEU7-AS1","DLEU7-AS1"
"1569988_at","LOC101928510","LOC101928510"
"1569990_at","NUDT3","NUDT3"
"1569991_at","KY","KY"
"1569995_at","MGAT4D","MGAT4D"
"1569996_at","ANKRD26P3","ANKRD26P3"
"1569998_at","MMD2","MMD2"
"1570001_at","CASP8AP2","CASP8AP2"
"1570006_at","LOC400958","LOC400958"
"1570007_at","LOC101927933///LRRC8C","LOC101927933"
"1570008_at","TTC41P","TTC41P"
"1570009_at","LOC643711","LOC643711"
"1570013_at","LOC101927411","LOC101927411"
"1570015_at","CHIAP2","CHIAP2"
"1570020_at","AACSP1","AACSP1"
"1570023_at","MGAT4EP","MGAT4EP"
"1570025_at","TACC2","TACC2"
"1570026_at","CPXM2","CPXM2"
"1570030_at","ZNF396","ZNF396"
"1570032_at","AP3B2","AP3B2"
"1570033_at","WIPI2","WIPI2"
"1570035_at","TBC1D10A","TBC1D10A"
"1570038_at","ZNF595","ZNF595"
"1570039_at","TMSB15B","TMSB15B"
"1570040_at","LOC100127938","LOC100127938"
"1570042_a_at","ADAM9","ADAM9"
"1570044_at","GTF2IP7","GTF2IP7"
"1570048_at","DNAJC24","DNAJC24"
"1570049_at","LINC00910","LINC00910"
"1570050_at","LOC105379143","LOC105379143"
"1570051_at","RNF144A","RNF144A"
"1570052_at","MIPOL1","MIPOL1"
"1570058_at","KMT5C","KMT5C"
"1570061_at","RAB7A","RAB7A"
"1570064_at","LOC100419741","LOC100419741"
"1570065_at","C22orf34","C22ORF34"
"1570070_at","CCM2L","CCM2L"
"1570071_at","LOC101930243///LOC101929865","LOC101930243"
"1570078_a_at","DOCK5","DOCK5"
"1570080_at","HIPK1-AS1","HIPK1-AS1"
"1570082_x_at","HIPK1-AS1","HIPK1-AS1"
"1570085_at","LOC100506679","LOC100506679"
"1570093_at","RNU6-501P","RNU6-501P"
"1570106_at","LOC101928139","LOC101928139"
"1570110_at","LOC101928730","LOC101928730"
"1570111_at","LINC00521","LINC00521"
"1570114_at","MDGA2","MDGA2"
"1570115_at","PP12708","PP12708"
"1570119_at","PDS5B","PDS5B"
"1570120_at","LOC105373150","LOC105373150"
"1570121_at","ZNF365","ZNF365"
"1570124_at","SLC29A4","SLC29A4"
"1570125_at","GHET1","GHET1"
"1570127_at","LOC101929144","LOC101929144"
"1570128_at","DDX19A","DDX19A"
"1570130_at","SPATS2","SPATS2"
"1570131_at","LOC285847","LOC285847"
"1570135_at","ZNF230","ZNF230"
"1570138_at","LOC101926916","LOC101926916"
"1570140_at","LOC102725207///LOC100996760///ANXA8L1///ANXA8","LOC102725207"
"1570141_at","MYO5B","MYO5B"
"1570145_at","UCHL5","UCHL5"
"1570153_at","CCDC169","CCDC169"
"1570155_at","LINC01111","LINC01111"
"1570156_s_at","FMN1","FMN1"
"1570163_at","EGFLAM-AS4","EGFLAM-AS4"
"1570169_at","CSMD2","CSMD2"
"1570173_at","INTS7","INTS7"
"1570182_at","LOC101927539","LOC101927539"
"1570185_at","LOC105378568","LOC105378568"
"1570186_at","GRASPOS","GRASPOS"
"1570188_at","NR1I3","NR1I3"
"1570189_at","LINC00671","LINC00671"
"1570190_at","LSAMP","LSAMP"
"1570200_at","HELB","HELB"
"1570202_a_at","MKL2","MKL2"
"1570204_at","ZBED3-AS1","ZBED3-AS1"
"1570206_at","LOC101928797","LOC101928797"
"1570207_at","FRRS1","FRRS1"
"1570208_at","LINC00907","LINC00907"
"1570210_x_at","PPP6R2","PPP6R2"
"1570212_a_at","TTC41P","TTC41P"
"1570219_at","LOXL4","LOXL4"
"1570222_at","NDST4","NDST4"
"1570224_at","LINC01449","LINC01449"
"1570225_at","TMEM150B","TMEM150B"
"1570226_at","LOC101927124","LOC101927124"
"1570228_at","CFHR3","CFHR3"
"1570230_at","LOC101927884","LOC101927884"
"1570231_at","LATS1","LATS1"
"1570234_at","LINC01467","LINC01467"
"1570235_at","MGC27382","MGC27382"
"1570237_at","LOC102725438","LOC102725438"
"1570238_at","ZNF527","ZNF527"
"1570239_a_at","CLNK","CLNK"
"1570241_at","SPATA21","SPATA21"
"1570242_x_at","SPATA21","SPATA21"
"1570250_at","PLPPR1","PLPPR1"
"1570251_at","HECTD1","HECTD1"
"1570253_a_at","RHEBL1","RHEBL1"
"1570255_s_at","ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1","ANKRD20A12P"
"1570259_at","LIMS1","LIMS1"
"1570262_at","LOC101928851","LOC101928851"
"1570266_x_at","ERVH-1","ERVH-1"
"1570268_at","LOC101929210","LOC101929210"
"1570270_at","LOC101926942","LOC101926942"
"1570273_at","LOC101927907","LOC101927907"
"1570274_at","PRSS55","PRSS55"
"1570276_a_at","GATA4","GATA4"
"1570279_at","ABCA1","ABCA1"
"1570285_at","LOC101927851","LOC101927851"
"1570289_at","LOC646736","LOC646736"
"1570291_at","CLDN10-AS1","CLDN10-AS1"
"1570292_at","LOC101927123","LOC101927123"
"1570293_at","TBL1X","TBL1X"
"1570298_at","LOC101927719","LOC101927719"
"1570306_at","ST18","ST18"
"1570307_s_at","ST18","ST18"
"1570315_at","HCCAT5","HCCAT5"
"1570327_at","LINC01620","LINC01620"
"1570328_s_at","LINC01620","LINC01620"
"1570336_at","BDH1","BDH1"
"1570337_at","FIGLA","FIGLA"
"1570342_at","NKTR","NKTR"
"1570344_at","LRPPRC","LRPPRC"
"1570345_at","LINC00474","LINC00474"
"1570347_at","MLX","MLX"
"1570350_at","LOC101928269","LOC101928269"
"1570351_at","ADAMTS6","ADAMTS6"
"1570352_at","ATM","ATM"
"1570354_s_at","ZNF169","ZNF169"
"1570355_a_at","DPY19L1","DPY19L1"
"1570357_at","STX8","STX8"
"1570359_at","DDX3Y","DDX3Y"
"1570360_s_at","DDX3Y","DDX3Y"
"1570364_at","ZNF709","ZNF709"
"1570366_x_at","ZNF709","ZNF709"
"1570371_a_at","EPT1","EPT1"
"1570372_at","LOC101928207","LOC101928207"
"1570373_at","ZNF746","ZNF746"
"1570375_at","LOC100506585","LOC100506585"
"1570376_at","LINC00689","LINC00689"
"1570383_at","BMP1","BMP1"
"1570384_at","TAS2R19","TAS2R19"
"1570388_a_at","LOC101929800///LOC101927424///LOC440896","LOC101929800"
"1570391_at","CRAT37","CRAT37"
"1570393_at","EML5","EML5"
"1570394_at","XRN1","XRN1"
"1570395_a_at","LOC101928910///FAM66C","LOC101928910"
"1570396_at","LOC101928910///FAM66C","LOC101928910"
"1570397_x_at","LOC101928910///FAM66C","LOC101928910"
"1570398_at","FAM47E","FAM47E"
"1570402_at","KLC3","KLC3"
"1570405_at","LOC101929076","LOC101929076"
"1570410_at","CYGB","CYGB"
"1570411_at","LOC100133131","LOC100133131"
"1570414_x_at","KLF3-AS1","KLF3-AS1"
"1570415_at","DDX52","DDX52"
"1570420_at","STXBP2","STXBP2"
"1570422_at","SNTG2","SNTG2"
"1570423_at","FLG-AS1","FLG-AS1"
"1570425_s_at","LATS1","LATS1"
"1570433_at","TMPRSS2","TMPRSS2"
"1570441_at","NAPB","NAPB"
"1570444_at","LOC643201","LOC643201"
"1570445_a_at","LOC643201","LOC643201"
"1570447_at","LINC00452","LINC00452"
"1570451_at","C1orf61","C1ORF61"
"1570454_at","EIF4EBP2","EIF4EBP2"
"1570470_at","CATSPERB","CATSPERB"
"1570471_at","ARHGEF12","ARHGEF12"
"1570473_at","ANKRD30BP3","ANKRD30BP3"
"1570474_s_at","ANKRD30BP3","ANKRD30BP3"
"1570479_at","ART1","ART1"
"1570480_s_at","ART1","ART1"
"1570486_at","SOX6","SOX6"
"1570505_at","ABCB4","ABCB4"
"1570507_at","SCAF11","SCAF11"
"1570511_at","ARHGEF10L","ARHGEF10L"
"1570515_a_at","FILIP1","FILIP1"
"1570516_s_at","OR51B5","OR51B5"
"1570517_at","FHL5","FHL5"
"1570523_s_at","ATG10","ATG10"
"1570528_at","XYLT2","XYLT2"
"1570529_at","PUM3","PUM3"
"1570533_at","CMPK1","CMPK1"
"1570534_a_at","ZNF483","ZNF483"
"1570537_a_at","LOC101928902","LOC101928902"
"1570541_s_at","GBP1P1","GBP1P1"
"1570542_a_at","PMPCB","PMPCB"
"1570546_a_at","TACC2","TACC2"
"1570568_at","LOC100130502","LOC100130502"
"1570571_at","CCDC91","CCDC91"
"1570572_at","LOC729291","LOC729291"
"1570584_at","MPZL3","MPZL3"
"1570585_at","MPZL3","MPZL3"
"1570625_at","TCEB3","TCEB3"
"1570627_at","TCEB3","TCEB3"
"1570650_at","KYAT1","KYAT1"
"1570651_at","KYAT1","KYAT1"
"1598_g_at","GAS6","GAS6"
"160020_at","MMP14","MMP14"
"1729_at","TRADD","TRADD"
"1773_at","CHURC1-FNTB///FNTB","CHURC1-FNTB"
"177_at","PLD1","PLD1"
"179_at","DTX2P1-UPK3BP1-PMS2P11","DTX2P1-UPK3BP1-PMS2P11"
"1861_at","BAD","BAD"
"200000_s_at","PRPF8","PRPF8"
"200001_at","CAPNS1","CAPNS1"
"200002_at","RPL35","RPL35"
"200003_s_at","MIR6805///RPL28","MIR6805"
"200004_at","EIF4G2","EIF4G2"
"200005_at","EIF3D","EIF3D"
"200006_at","PARK7","PARK7"
"200007_at","SRP14","SRP14"
"200008_s_at","GDI2","GDI2"
"200009_at","GDI2","GDI2"
"200010_at","RPL11","RPL11"
"200011_s_at","ARF3","ARF3"
"200012_x_at","RPL21P28///SNORA27///SNORD102///RPL21","RPL21P28"
"200013_at","RPL24","RPL24"
"200014_s_at","HNRNPC","HNRNPC"
"200015_s_at","SEPT2","SEPT2"
"200016_x_at","HNRNPA1P10///HNRNPA1","HNRNPA1P10"
"200017_at","RPS27A","RPS27A"
"200018_at","LOC100508408///SNORD14B///RPS13","LOC100508408"
"200019_s_at","FAU","FAU"
"200020_at","TARDBP","TARDBP"
"200021_at","CFL1","CFL1"
"200022_at","RPL18","RPL18"
"200023_s_at","EIF3F","EIF3F"
"200024_at","RPS5","RPS5"
"200025_s_at","RPL27","RPL27"
"200026_at","RPL34","RPL34"
"200027_at","NARS","NARS"
"200028_s_at","STARD7","STARD7"
"200029_at","RPL19","RPL19"
"200030_s_at","SLC25A3","SLC25A3"
"200031_s_at","SNORD35B///RPS11","SNORD35B"
"200032_s_at","RPL9","RPL9"
"200033_at","MIR5047///MIR3064///DDX5","MIR5047"
"200034_s_at","RPL6","RPL6"
"200035_at","CTDNEP1","CTDNEP1"
"200036_s_at","RPL10A","RPL10A"
"200037_s_at","CBX3","CBX3"
"200038_s_at","RPL17-C18orf32///SNORD58C///C18orf32///SNORD58A///SNORD58B///RPL17","RPL17-C18ORF32"
"200039_s_at","PSMB2","PSMB2"
"200040_at","KHDRBS1","KHDRBS1"
"200041_s_at","ATP6V1G2-DDX39B///SNORD84///DDX39B","ATP6V1G2-DDX39B"
"200042_at","RTCB","RTCB"
"200043_at","ERH","ERH"
"200044_at","GATC///SRSF9","GATC"
"200045_at","ABCF1","ABCF1"
"200046_at","DAD1","DAD1"
"200047_s_at","YY1","YY1"
"200048_s_at","JTB","JTB"
"200049_at","KAT7","KAT7"
"200050_at","ZNF146","ZNF146"
"200051_at","SART1","SART1"
"200052_s_at","ILF2","ILF2"
"200053_at","SPAG7","SPAG7"
"200054_at","ZPR1","ZPR1"
"200055_at","TAF10","TAF10"
"200056_s_at","C1D","C1D"
"200057_s_at","NONO","NONO"
"200058_s_at","LOC101929240///SNRNP200","LOC101929240"
"200059_s_at","RHOA","RHOA"
"200060_s_at","RNPS1","RNPS1"
"200061_s_at","RPS24","RPS24"
"200062_s_at","RPL30","RPL30"
"200063_s_at","NPM1","NPM1"
"200064_at","HSP90AB1","HSP90AB1"
"200065_s_at","MIR3620///ARF1","MIR3620"
"200066_at","IK","IK"
"200067_x_at","SNX3","SNX3"
"200068_s_at","CANX","CANX"
"200069_at","SART3","SART3"
"200070_at","CNPPD1","CNPPD1"
"200071_at","SMNDC1","SMNDC1"
"200072_s_at","HNRNPM","HNRNPM"
"200073_s_at","HNRNPD","HNRNPD"
"200074_s_at","RPL14","RPL14"
"200075_s_at","GUK1","GUK1"
"200076_s_at","KXD1","KXD1"
"200077_s_at","OAZ1","OAZ1"
"200078_s_at","ATP6V0B","ATP6V0B"
"200079_s_at","KARS","KARS"
"200080_s_at","H3F3AP4///H3F3B///H3F3A","H3F3AP4"
"200081_s_at","RPS6","RPS6"
"200082_s_at","RPS7","RPS7"
"200083_at","USP22","USP22"
"200084_at","C11orf58","C11ORF58"
"200085_s_at","TCEB2","TCEB2"
"200086_s_at","COX4I1","COX4I1"
"200087_s_at","TMED2","TMED2"
"200088_x_at","NBEAL1///RPL12","NBEAL1"
"200089_s_at","SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4","SNORD18C"
"200090_at","FNTA","FNTA"
"200091_s_at","RPS25","RPS25"
"200092_s_at","RPL37","RPL37"
"200093_s_at","HINT1","HINT1"
"200094_s_at","EEF2","EEF2"
"200095_x_at","RPS10","RPS10"
"200096_s_at","ATP6V0E1","ATP6V0E1"
"200097_s_at","HNRNPK","HNRNPK"
"200098_s_at","ANAPC5","ANAPC5"
"200099_s_at","SNORD73A///RPS3A","SNORD73A"
"200593_s_at","HNRNPU","HNRNPU"
"200594_x_at","HNRNPU","HNRNPU"
"200595_s_at","EIF3A","EIF3A"
"200596_s_at","EIF3A","EIF3A"
"200597_at","EIF3A","EIF3A"
"200598_s_at","MIR3652///HSP90B1","MIR3652"
"200599_s_at","MIR3652///HSP90B1","MIR3652"
"200600_at","MSN","MSN"
"200601_at","ACTN4","ACTN4"
"200602_at","APP","APP"
"200603_at","PRKAR1A","PRKAR1A"
"200604_s_at","PRKAR1A","PRKAR1A"
"200605_s_at","PRKAR1A","PRKAR1A"
"200606_at","DSP","DSP"
"200607_s_at","RAD21","RAD21"
"200608_s_at","RAD21","RAD21"
"200609_s_at","WDR1","WDR1"
"200610_s_at","NCL","NCL"
"200611_s_at","WDR1","WDR1"
"200612_s_at","AP2B1","AP2B1"
"200613_at","AP2M1","AP2M1"
"200614_at","CLTC","CLTC"
"200615_s_at","AP2B1","AP2B1"
"200616_s_at","MLEC","MLEC"
"200617_at","MLEC","MLEC"
"200618_at","LASP1","LASP1"
"200619_at","SF3B2","SF3B2"
"200620_at","TMEM59","TMEM59"
"200621_at","CSRP1","CSRP1"
"200622_x_at","CALM3///CALM2///CALM1","CALM3"
"200623_s_at","CALM3///CALM2///CALM1","CALM3"
"200624_s_at","SNHG4///MATR3","SNHG4"
"200625_s_at","CAP1","CAP1"
"200626_s_at","SNHG4///MATR3","SNHG4"
"200627_at","PTGES3","PTGES3"
"200628_s_at","WARS","WARS"
"200629_at","WARS","WARS"
"200630_x_at","SETSIP///SET","SETSIP"
"200631_s_at","SETSIP///SET","SETSIP"
"200632_s_at","NDRG1","NDRG1"
"200633_at","UBB","UBB"
"200634_at","PFN1","PFN1"
"200635_s_at","PTPRF","PTPRF"
"200636_s_at","PTPRF","PTPRF"
"200637_s_at","PTPRF","PTPRF"
"200638_s_at","YWHAZ","YWHAZ"
"200639_s_at","YWHAZ","YWHAZ"
"200640_at","YWHAZ","YWHAZ"
"200641_s_at","YWHAZ","YWHAZ"
"200642_at","SOD1","SOD1"
"200643_at","HDLBP","HDLBP"
"200644_at","MARCKSL1","MARCKSL1"
"200645_at","GABARAP","GABARAP"
"200646_s_at","NUCB1","NUCB1"
"200647_x_at","EIF3CL///EIF3C","EIF3CL"
"200648_s_at","GLUL","GLUL"
"200649_at","NUCB1","NUCB1"
"200650_s_at","LDHA","LDHA"
"200651_at","SNORD96A///SNORD95///RACK1","SNORD96A"
"200652_at","SSR2","SSR2"
"200653_s_at","CALM3///CALM2///CALM1","CALM3"
"200654_at","P4HB","P4HB"
"200655_s_at","CALM3///CALM2///CALM1","CALM3"
"200656_s_at","P4HB","P4HB"
"200657_at","SLC25A5","SLC25A5"
"200658_s_at","PHB","PHB"
"200659_s_at","PHB","PHB"
"200660_at","S100A11","S100A11"
"200661_at","CTSA","CTSA"
"200662_s_at","TOMM20","TOMM20"
"200663_at","CD63","CD63"
"200664_s_at","DNAJB1","DNAJB1"
"200665_s_at","SPARC","SPARC"
"200666_s_at","DNAJB1","DNAJB1"
"200667_at","UBE2D3","UBE2D3"
"200668_s_at","UBE2D3","UBE2D3"
"200669_s_at","UBE2D3","UBE2D3"
"200670_at","XBP1","XBP1"
"200671_s_at","SPTBN1","SPTBN1"
"200672_x_at","SPTBN1","SPTBN1"
"200673_at","LAPTM4A","LAPTM4A"
"200674_s_at","RPL32","RPL32"
"200675_at","CD81","CD81"
"200676_s_at","UBE2L3","UBE2L3"
"200677_at","PTTG1IP","PTTG1IP"
"200678_x_at","GRN","GRN"
"200679_x_at","HMGB1","HMGB1"
"200680_x_at","HMGB1","HMGB1"
"200681_at","GLO1","GLO1"
"200682_s_at","UBE2L3","UBE2L3"
"200683_s_at","UBE2L3","UBE2L3"
"200684_s_at","UBE2L3","UBE2L3"
"200685_at","SRSF11","SRSF11"
"200686_s_at","SRSF11","SRSF11"
"200687_s_at","SF3B3","SF3B3"
"200688_at","SF3B3","SF3B3"
"200689_x_at","MIR3654///EEF1G","MIR3654"
"200690_at","HSPA9","HSPA9"
"200691_s_at","HSPA9","HSPA9"
"200692_s_at","HSPA9","HSPA9"
"200693_at","YWHAQ","YWHAQ"
"200694_s_at","DDX24","DDX24"
"200695_at","PPP2R1A","PPP2R1A"
"200696_s_at","GSN","GSN"
"200697_at","HK1","HK1"
"200698_at","KDELR2","KDELR2"
"200699_at","KDELR2","KDELR2"
"200700_s_at","KDELR2","KDELR2"
"200701_at","NPC2","NPC2"
"200702_s_at","DDX24","DDX24"
"200703_at","DYNLL1","DYNLL1"
"200704_at","LITAF","LITAF"
"200705_s_at","SNORA41///EEF1B2","SNORA41"
"200706_s_at","LITAF","LITAF"
"200707_at","PRKCSH","PRKCSH"
"200708_at","GOT2","GOT2"
"200709_at","LOC101929368///FKBP1A","LOC101929368"
"200710_at","ACADVL","ACADVL"
"200711_s_at","SKP1","SKP1"
"200712_s_at","MAPRE1","MAPRE1"
"200713_s_at","MAPRE1","MAPRE1"
"200714_x_at","OS9","OS9"
"200715_x_at","SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A","SNORD32A"
"200716_x_at","RPL13AP5///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A","RPL13AP5"
"200717_x_at","RPL7","RPL7"
"200718_s_at","SKP1","SKP1"
"200719_at","SKP1","SKP1"
"200720_s_at","ACTR1A","ACTR1A"
"200721_s_at","ACTR1A","ACTR1A"
"200722_s_at","CAPRIN1","CAPRIN1"
"200723_s_at","CAPRIN1","CAPRIN1"
"200724_at","SNORA70///RPL10","SNORA70"
"200725_x_at","SNORA70///RPL10","SNORA70"
"200726_at","PPP1CC","PPP1CC"
"200727_s_at","ACTR2","ACTR2"
"200728_at","ACTR2","ACTR2"
"200729_s_at","ACTR2","ACTR2"
"200730_s_at","PTP4A1","PTP4A1"
"200731_s_at","PTP4A1","PTP4A1"
"200732_s_at","PTP4A1","PTP4A1"
"200733_s_at","PTP4A1","PTP4A1"
"200734_s_at","ARF3","ARF3"
"200735_x_at","NACA","NACA"
"200736_s_at","GPX1","GPX1"
"200737_at","PGK1","PGK1"
"200738_s_at","PGK1","PGK1"
"200739_s_at","SUMO3","SUMO3"
"200740_s_at","SUMO3","SUMO3"
"200741_s_at","RPS27","RPS27"
"200742_s_at","TPP1","TPP1"
"200743_s_at","TPP1","TPP1"
"200744_s_at","GNB1","GNB1"
"200745_s_at","GNB1","GNB1"
"200746_s_at","GNB1","GNB1"
"200747_s_at","NUMA1","NUMA1"
"200748_s_at","FTH1","FTH1"
"200749_at","RAN","RAN"
"200750_s_at","RAN","RAN"
