"sample_id","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","combined_text","combined_text_lower","time_raw","time_hour"
"GSM126988","human peripheral blood derived monocytes, no stimulation, biological rep1","GSM126988","Public on Aug 10 2007","Aug 10 2006","Aug 15 2006","RNA","1","human peripheral blood derived monocytes","Homo sapiens","adult male","total RNA","Trizol extraction of total RNA, Qiagen RNeasy.","biotin","9606","standard Affymetrix procedures","standard Affymetrix procedures","human peripheral blood derived monocytes, no stimulation, biological rep1","Bioconductor/RMA.","GPL570","Jared,C,Roach","Institute for Systems Biology","1441 North 34th St","Seattle","WA","98103","USA","NONE","54675","human peripheral blood derived monocytes, no stimulation, biological rep1 | GSM126988 | Public on Aug 10 2007 | Aug 10 2006 | Aug 15 2006 | RNA | 1 | human peripheral blood derived monocytes | Homo sapiens | adult male | total RNA | Trizol extraction of total RNA, Qiagen RNeasy. | biotin | 9606 | standard Affymetrix procedures | standard Affymetrix procedures | human peripheral blood derived monocytes, no stimulation, biological rep1 | Bioconductor/RMA. | GPL570 | Jared,C,Roach | Institute for Systems Biology | 1441 North 34th St | Seattle | WA | 98103 | USA | NONE | 54675","human peripheral blood derived monocytes, no stimulation, biological rep1 | gsm126988 | public on aug 10 2007 | aug 10 2006 | aug 15 2006 | rna | 1 | human peripheral blood derived monocytes | homo sapiens | adult male | total rna | trizol extraction of total rna, qiagen rneasy. | biotin | 9606 | standard affymetrix procedures | standard affymetrix procedures | human peripheral blood derived monocytes, no stimulation, biological rep1 | bioconductor/rma. | gpl570 | jared,c,roach | institute for systems biology | 1441 north 34th st | seattle | wa | 98103 | usa | none | 54675",NA,0
"GSM126993","human peripheral blood derived monocytes, no stimulation, biological rep2","GSM126993","Public on Aug 10 2007","Aug 11 2006","Aug 15 2006","RNA","1","human peripheral blood derived monocytes","Homo sapiens","adult male","total RNA","Trizol extraction of total RNA, Qiagen RNeasy.","biotin","9606","standard Affymetrix procedures","standard Affymetrix procedures","human peripheral blood derived monocytes, no stimulation, biological rep2","Bioconductor/RMA.","GPL570","Jared,C,Roach","Institute for Systems Biology","1441 North 34th St","Seattle","WA","98103","USA","NONE","54675","human peripheral blood derived monocytes, no stimulation, biological rep2 | GSM126993 | Public on Aug 10 2007 | Aug 11 2006 | Aug 15 2006 | RNA | 1 | human peripheral blood derived monocytes | Homo sapiens | adult male | total RNA | Trizol extraction of total RNA, Qiagen RNeasy. | biotin | 9606 | standard Affymetrix procedures | standard Affymetrix procedures | human peripheral blood derived monocytes, no stimulation, biological rep2 | Bioconductor/RMA. | GPL570 | Jared,C,Roach | Institute for Systems Biology | 1441 North 34th St | Seattle | WA | 98103 | USA | NONE | 54675","human peripheral blood derived monocytes, no stimulation, biological rep2 | gsm126993 | public on aug 10 2007 | aug 11 2006 | aug 15 2006 | rna | 1 | human peripheral blood derived monocytes | homo sapiens | adult male | total rna | trizol extraction of total rna, qiagen rneasy. | biotin | 9606 | standard affymetrix procedures | standard affymetrix procedures | human peripheral blood derived monocytes, no stimulation, biological rep2 | bioconductor/rma. | gpl570 | jared,c,roach | institute for systems biology | 1441 north 34th st | seattle | wa | 98103 | usa | none | 54675",NA,0
"GSM126994","human peripheral blood derived monocytes, 2 hour LPS stimulation, biological rep3","GSM126994","Public on Aug 10 2007","Aug 11 2006","Aug 15 2006","RNA","1","human peripheral blood derived monocytes","Homo sapiens","adult male","total RNA","Trizol extraction of total RNA, Qiagen RNeasy.","biotin","9606","standard Affymetrix procedures","standard Affymetrix procedures","human peripheral blood derived monocytes, 2 hour LPS stimulation, biological rep3","Bioconductor/RMA.","GPL570","Jared,C,Roach","Institute for Systems Biology","1441 North 34th St","Seattle","WA","98103","USA","NONE","54675","human peripheral blood derived monocytes, 2 hour LPS stimulation, biological rep3 | GSM126994 | Public on Aug 10 2007 | Aug 11 2006 | Aug 15 2006 | RNA | 1 | human peripheral blood derived monocytes | Homo sapiens | adult male | total RNA | Trizol extraction of total RNA, Qiagen RNeasy. | biotin | 9606 | standard Affymetrix procedures | standard Affymetrix procedures | human peripheral blood derived monocytes, 2 hour LPS stimulation, biological rep3 | Bioconductor/RMA. | GPL570 | Jared,C,Roach | Institute for Systems Biology | 1441 North 34th St | Seattle | WA | 98103 | USA | NONE | 54675","human peripheral blood derived monocytes, 2 hour lps stimulation, biological rep3 | gsm126994 | public on aug 10 2007 | aug 11 2006 | aug 15 2006 | rna | 1 | human peripheral blood derived monocytes | homo sapiens | adult male | total rna | trizol extraction of total rna, qiagen rneasy. | biotin | 9606 | standard affymetrix procedures | standard affymetrix procedures | human peripheral blood derived monocytes, 2 hour lps stimulation, biological rep3 | bioconductor/rma. | gpl570 | jared,c,roach | institute for systems biology | 1441 north 34th st | seattle | wa | 98103 | usa | none | 54675","2 hour",2
"GSM126995","human peripheral blood derived monocytes, 2 hour LPS stimulation, biological rep2","GSM126995","Public on Aug 10 2007","Aug 11 2006","Aug 15 2006","RNA","1","human peripheral blood derived monocytes","Homo sapiens","adult male","total RNA","Trizol extraction of total RNA, Qiagen RNeasy.","biotin","9606","standard Affymetrix procedures","standard Affymetrix procedures","human peripheral blood derived monocytes, 2 hour LPS stimulation, biological rep2","Bioconductor/RMA.","GPL570","Jared,C,Roach","Institute for Systems Biology","1441 North 34th St","Seattle","WA","98103","USA","NONE","54675","human peripheral blood derived monocytes, 2 hour LPS stimulation, biological rep2 | GSM126995 | Public on Aug 10 2007 | Aug 11 2006 | Aug 15 2006 | RNA | 1 | human peripheral blood derived monocytes | Homo sapiens | adult male | total RNA | Trizol extraction of total RNA, Qiagen RNeasy. | biotin | 9606 | standard Affymetrix procedures | standard Affymetrix procedures | human peripheral blood derived monocytes, 2 hour LPS stimulation, biological rep2 | Bioconductor/RMA. | GPL570 | Jared,C,Roach | Institute for Systems Biology | 1441 North 34th St | Seattle | WA | 98103 | USA | NONE | 54675","human peripheral blood derived monocytes, 2 hour lps stimulation, biological rep2 | gsm126995 | public on aug 10 2007 | aug 11 2006 | aug 15 2006 | rna | 1 | human peripheral blood derived monocytes | homo sapiens | adult male | total rna | trizol extraction of total rna, qiagen rneasy. | biotin | 9606 | standard affymetrix procedures | standard affymetrix procedures | human peripheral blood derived monocytes, 2 hour lps stimulation, biological rep2 | bioconductor/rma. | gpl570 | jared,c,roach | institute for systems biology | 1441 north 34th st | seattle | wa | 98103 | usa | none | 54675","2 hour",2
"GSM126996","human peripheral blood derived monocytes, 4 hour LPS stimulation, biological rep1","GSM126996","Public on Aug 10 2007","Aug 11 2006","Aug 15 2006","RNA","1","human peripheral blood derived monocytes","Homo sapiens","adult male","total RNA","Trizol extraction of total RNA, Qiagen RNeasy.","biotin","9606","standard Affymetrix procedures","standard Affymetrix procedures","human peripheral blood derived monocytes, 4 hour LPS stimulation, biological rep1","Bioconductor/RMA.","GPL570","Jared,C,Roach","Institute for Systems Biology","1441 North 34th St","Seattle","WA","98103","USA","NONE","54675","human peripheral blood derived monocytes, 4 hour LPS stimulation, biological rep1 | GSM126996 | Public on Aug 10 2007 | Aug 11 2006 | Aug 15 2006 | RNA | 1 | human peripheral blood derived monocytes | Homo sapiens | adult male | total RNA | Trizol extraction of total RNA, Qiagen RNeasy. | biotin | 9606 | standard Affymetrix procedures | standard Affymetrix procedures | human peripheral blood derived monocytes, 4 hour LPS stimulation, biological rep1 | Bioconductor/RMA. | GPL570 | Jared,C,Roach | Institute for Systems Biology | 1441 North 34th St | Seattle | WA | 98103 | USA | NONE | 54675","human peripheral blood derived monocytes, 4 hour lps stimulation, biological rep1 | gsm126996 | public on aug 10 2007 | aug 11 2006 | aug 15 2006 | rna | 1 | human peripheral blood derived monocytes | homo sapiens | adult male | total rna | trizol extraction of total rna, qiagen rneasy. | biotin | 9606 | standard affymetrix procedures | standard affymetrix procedures | human peripheral blood derived monocytes, 4 hour lps stimulation, biological rep1 | bioconductor/rma. | gpl570 | jared,c,roach | institute for systems biology | 1441 north 34th st | seattle | wa | 98103 | usa | none | 54675","4 hour",4
"GSM126997","human peripheral blood derived monocytes, 4 hour LPS stimulation, biological rep2","GSM126997","Public on Aug 10 2007","Aug 11 2006","Aug 15 2006","RNA","1","human peripheral blood derived monocytes","Homo sapiens","adult male","total RNA","Trizol extraction of total RNA, Qiagen RNeasy.","biotin","9606","standard Affymetrix procedures","standard Affymetrix procedures","human peripheral blood derived monocytes, 4 hour LPS stimulation, biological rep2","Bioconductor/RMA.","GPL570","Jared,C,Roach","Institute for Systems Biology","1441 North 34th St","Seattle","WA","98103","USA","NONE","54675","human peripheral blood derived monocytes, 4 hour LPS stimulation, biological rep2 | GSM126997 | Public on Aug 10 2007 | Aug 11 2006 | Aug 15 2006 | RNA | 1 | human peripheral blood derived monocytes | Homo sapiens | adult male | total RNA | Trizol extraction of total RNA, Qiagen RNeasy. | biotin | 9606 | standard Affymetrix procedures | standard Affymetrix procedures | human peripheral blood derived monocytes, 4 hour LPS stimulation, biological rep2 | Bioconductor/RMA. | GPL570 | Jared,C,Roach | Institute for Systems Biology | 1441 North 34th St | Seattle | WA | 98103 | USA | NONE | 54675","human peripheral blood derived monocytes, 4 hour lps stimulation, biological rep2 | gsm126997 | public on aug 10 2007 | aug 11 2006 | aug 15 2006 | rna | 1 | human peripheral blood derived monocytes | homo sapiens | adult male | total rna | trizol extraction of total rna, qiagen rneasy. | biotin | 9606 | standard affymetrix procedures | standard affymetrix procedures | human peripheral blood derived monocytes, 4 hour lps stimulation, biological rep2 | bioconductor/rma. | gpl570 | jared,c,roach | institute for systems biology | 1441 north 34th st | seattle | wa | 98103 | usa | none | 54675","4 hour",4
"GSM126998","human peripheral blood derived monocytes, 8 hour LPS stimulation, biological rep1","GSM126998","Public on Aug 10 2007","Aug 11 2006","Aug 15 2006","RNA","1","human peripheral blood derived monocytes","Homo sapiens","adult male","total RNA","Trizol extraction of total RNA, Qiagen RNeasy.","biotin","9606","standard Affymetrix procedures","standard Affymetrix procedures","human peripheral blood derived monocytes, 8 hour LPS stimulation, biological rep1","Bioconductor/RMA.","GPL570","Jared,C,Roach","Institute for Systems Biology","1441 North 34th St","Seattle","WA","98103","USA","NONE","54675","human peripheral blood derived monocytes, 8 hour LPS stimulation, biological rep1 | GSM126998 | Public on Aug 10 2007 | Aug 11 2006 | Aug 15 2006 | RNA | 1 | human peripheral blood derived monocytes | Homo sapiens | adult male | total RNA | Trizol extraction of total RNA, Qiagen RNeasy. | biotin | 9606 | standard Affymetrix procedures | standard Affymetrix procedures | human peripheral blood derived monocytes, 8 hour LPS stimulation, biological rep1 | Bioconductor/RMA. | GPL570 | Jared,C,Roach | Institute for Systems Biology | 1441 North 34th St | Seattle | WA | 98103 | USA | NONE | 54675","human peripheral blood derived monocytes, 8 hour lps stimulation, biological rep1 | gsm126998 | public on aug 10 2007 | aug 11 2006 | aug 15 2006 | rna | 1 | human peripheral blood derived monocytes | homo sapiens | adult male | total rna | trizol extraction of total rna, qiagen rneasy. | biotin | 9606 | standard affymetrix procedures | standard affymetrix procedures | human peripheral blood derived monocytes, 8 hour lps stimulation, biological rep1 | bioconductor/rma. | gpl570 | jared,c,roach | institute for systems biology | 1441 north 34th st | seattle | wa | 98103 | usa | none | 54675","8 hour",8
"GSM126999","human peripheral blood derived monocytes, 8 hour LPS stimulation, biological rep2","GSM126999","Public on Aug 10 2007","Aug 11 2006","Aug 15 2006","RNA","1","human peripheral blood derived monocytes","Homo sapiens","adult male","total RNA","Trizol extraction of total RNA, Qiagen RNeasy.","biotin","9606","standard Affymetrix procedures","standard Affymetrix procedures","human peripheral blood derived monocytes, 8 hour LPS stimulation, biological rep2","Bioconductor/RMA.","GPL570","Jared,C,Roach","Institute for Systems Biology","1441 North 34th St","Seattle","WA","98103","USA","NONE","54675","human peripheral blood derived monocytes, 8 hour LPS stimulation, biological rep2 | GSM126999 | Public on Aug 10 2007 | Aug 11 2006 | Aug 15 2006 | RNA | 1 | human peripheral blood derived monocytes | Homo sapiens | adult male | total RNA | Trizol extraction of total RNA, Qiagen RNeasy. | biotin | 9606 | standard Affymetrix procedures | standard Affymetrix procedures | human peripheral blood derived monocytes, 8 hour LPS stimulation, biological rep2 | Bioconductor/RMA. | GPL570 | Jared,C,Roach | Institute for Systems Biology | 1441 North 34th St | Seattle | WA | 98103 | USA | NONE | 54675","human peripheral blood derived monocytes, 8 hour lps stimulation, biological rep2 | gsm126999 | public on aug 10 2007 | aug 11 2006 | aug 15 2006 | rna | 1 | human peripheral blood derived monocytes | homo sapiens | adult male | total rna | trizol extraction of total rna, qiagen rneasy. | biotin | 9606 | standard affymetrix procedures | standard affymetrix procedures | human peripheral blood derived monocytes, 8 hour lps stimulation, biological rep2 | bioconductor/rma. | gpl570 | jared,c,roach | institute for systems biology | 1441 north 34th st | seattle | wa | 98103 | usa | none | 54675","8 hour",8
"GSM127010","human peripheral blood derived monocytes, 24 hour LPS stimulation, biological rep2","GSM127010","Public on Aug 10 2007","Aug 11 2006","Aug 15 2006","RNA","1","human peripheral blood derived monocytes","Homo sapiens","adult male","total RNA","Trizol extraction of total RNA, Qiagen RNeasy.","biotin","9606","standard Affymetrix procedures","standard Affymetrix procedures","human peripheral blood derived monocytes, 24 hour LPS stimulation, biological rep2","Bioconductor/RMA.","GPL570","Jared,C,Roach","Institute for Systems Biology","1441 North 34th St","Seattle","WA","98103","USA","NONE","54675","human peripheral blood derived monocytes, 24 hour LPS stimulation, biological rep2 | GSM127010 | Public on Aug 10 2007 | Aug 11 2006 | Aug 15 2006 | RNA | 1 | human peripheral blood derived monocytes | Homo sapiens | adult male | total RNA | Trizol extraction of total RNA, Qiagen RNeasy. | biotin | 9606 | standard Affymetrix procedures | standard Affymetrix procedures | human peripheral blood derived monocytes, 24 hour LPS stimulation, biological rep2 | Bioconductor/RMA. | GPL570 | Jared,C,Roach | Institute for Systems Biology | 1441 North 34th St | Seattle | WA | 98103 | USA | NONE | 54675","human peripheral blood derived monocytes, 24 hour lps stimulation, biological rep2 | gsm127010 | public on aug 10 2007 | aug 11 2006 | aug 15 2006 | rna | 1 | human peripheral blood derived monocytes | homo sapiens | adult male | total rna | trizol extraction of total rna, qiagen rneasy. | biotin | 9606 | standard affymetrix procedures | standard affymetrix procedures | human peripheral blood derived monocytes, 24 hour lps stimulation, biological rep2 | bioconductor/rma. | gpl570 | jared,c,roach | institute for systems biology | 1441 north 34th st | seattle | wa | 98103 | usa | none | 54675","24 hour",24
"GSM127011","human peripheral blood derived monocytes, 24 hour LPS stimulation, biological rep1","GSM127011","Public on Aug 10 2007","Aug 11 2006","Aug 15 2006","RNA","1","human peripheral blood derived monocytes","Homo sapiens","adult male","total RNA","Trizol extraction of total RNA, Qiagen RNeasy.","biotin","9606","standard Affymetrix procedures","standard Affymetrix procedures","human peripheral blood derived monocytes, 24 hour LPS stimulation, biological rep1","Bioconductor/RMA.","GPL570","Jared,C,Roach","Institute for Systems Biology","1441 North 34th St","Seattle","WA","98103","USA","NONE","54675","human peripheral blood derived monocytes, 24 hour LPS stimulation, biological rep1 | GSM127011 | Public on Aug 10 2007 | Aug 11 2006 | Aug 15 2006 | RNA | 1 | human peripheral blood derived monocytes | Homo sapiens | adult male | total RNA | Trizol extraction of total RNA, Qiagen RNeasy. | biotin | 9606 | standard Affymetrix procedures | standard Affymetrix procedures | human peripheral blood derived monocytes, 24 hour LPS stimulation, biological rep1 | Bioconductor/RMA. | GPL570 | Jared,C,Roach | Institute for Systems Biology | 1441 North 34th St | Seattle | WA | 98103 | USA | NONE | 54675","human peripheral blood derived monocytes, 24 hour lps stimulation, biological rep1 | gsm127011 | public on aug 10 2007 | aug 11 2006 | aug 15 2006 | rna | 1 | human peripheral blood derived monocytes | homo sapiens | adult male | total rna | trizol extraction of total rna, qiagen rneasy. | biotin | 9606 | standard affymetrix procedures | standard affymetrix procedures | human peripheral blood derived monocytes, 24 hour lps stimulation, biological rep1 | bioconductor/rma. | gpl570 | jared,c,roach | institute for systems biology | 1441 north 34th st | seattle | wa | 98103 | usa | none | 54675","24 hour",24
